ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-bellman_ratio
454934.65,9.68,4.5,221871.29,4.72
454882.92,9.68,4.5,221901.24,4.72
454831.2,9.68,4.51,221884.81,4.72
454831.2,9.68,4.51,221884.81,4.72
455201.91,9.69,4.51,221871.29,4.72
455150.19,9.69,4.52,222565.07,4.74
455287.02,9.69,4.52,222585.03,4.74
455423.84,9.7,4.52,222827.87,4.74
455372.12,9.7,4.53,222827.87,4.75
455320.39,9.7,4.53,222827.87,4.75
455268.67,9.7,4.53,222827.87,4.75
455268.67,9.7,4.53,222825.42,4.75
455216.95,9.7,4.53,222841.65,4.75
454854.5,9.69,4.52,222654.28,4.75
454802.78,9.69,4.52,222679.6,4.75
455949.47,9.72,4.55,224295.19,4.78
456320.19,9.73,4.56,224295.19,4.78
456268.47,9.73,4.56,224295.19,4.78
455634.49,9.72,4.55,223356.35,4.76
454966.6,9.71,4.54,222638.05,4.75
454914.88,9.71,4.54,222638.05,4.75
455051.7,9.71,4.54,222660.73,4.75
455324.11,9.72,4.55,222662.71,4.75
455324.11,9.72,4.55,222639.22,4.75
455596.52,9.73,4.56,222614.56,4.75
455556.66,9.73,4.56,224021.53,4.78
455681.62,9.73,4.56,224122.3,4.79
455818.44,9.74,4.57,224122.3,4.79
455766.72,9.74,4.57,224122.3,4.79
455903.55,9.74,4.57,224122.3,4.79
455851.82,9.74,4.57,224134.26,4.79
456213.98,9.75,4.58,224122.76,4.79
456215.43,9.75,4.58,224124.69,4.79
456163.7,9.75,4.58,224124.23,4.79
456111.98,9.76,4.58,224930.01,4.81
456060.25,9.76,4.58,224902.8,4.81
456008.53,9.76,4.58,224902.8,4.81
455956.8,9.76,4.59,224902.8,4.81
455905.08,9.76,4.59,224904.24,4.81
455597.28,9.75,4.58,224536.5,4.81
455967.99,9.76,4.59,224535.94,4.81
456330.15,9.77,4.6,224535.06,4.81
456278.42,9.77,4.6,224959.64,4.82
456226.7,9.77,4.6,225131.02,4.82
456174.98,9.77,4.6,225279.06,4.83
456123.25,9.78,4.6,225279.06,4.83
456014.7,9.77,4.6,225183.31,4.83
456151.53,9.78,4.61,225183.31,4.83
455857.4,9.77,4.6,224885.17,4.82
455805.67,9.77,4.6,224916.5,4.82
455942.5,9.78,4.61,224902.85,4.82
455580.06,9.77,4.6,224643.84,4.82
455942.8,9.78,4.61,224729.46,4.82
455891.08,9.78,4.61,224640.64,4.82
455949.02,9.78,4.61,225758.8,4.84
455896.06,9.79,4.61,225526.16,4.84
455313.27,9.77,4.6,224942.41,4.83
455261.54,9.77,4.6,224942.41,4.83
455060.31,9.77,4.6,224733.21,4.83
455197.14,9.78,4.6,224733.21,4.83
455145.41,9.78,4.6,224733.21,4.83
455151.21,9.78,4.6,224735.95,4.83
455099.49,9.78,4.61,224736.25,4.83
454815.61,9.77,4.6,224466.37,4.82
454763.89,9.77,4.6,224515.08,4.82
454900.71,9.78,4.61,224466.24,4.82
455279.4,9.79,4.61,224466.06,4.83
455227.68,9.79,4.62,225299.02,4.84
455175.95,9.79,4.62,225299.02,4.85
455312.78,9.79,4.62,225299.02,4.85
455261.06,9.79,4.62,225299.02,4.85
454900.64,9.79,4.62,224907.99,4.84
454848.92,9.79,4.62,224945.39,4.84
454797.19,9.79,4.62,224911.61,4.84
454745.47,9.79,4.62,224938.32,4.84
454705.62,9.79,4.62,225275.99,4.85
454830.57,9.8,4.62,225272.58,4.85
455193.32,9.81,4.63,225272.61,4.85
455141.6,9.81,4.63,225272.58,4.85
455089.87,9.81,4.63,225272.58,4.85
454725.4,9.8,4.63,225329.51,4.86
454311.61,9.81,4.64,225329.51,4.86
454448.43,9.81,4.64,225283.23,4.86
454396.71,9.81,4.64,225288.04,4.87
454368.73,9.82,4.64,225886.32,4.88
454892.47,9.83,4.66,226142.87,4.89
454608.59,9.82,4.65,225847.88,4.88
454556.87,9.82,4.65,225847.88,4.88
454505.14,9.83,4.65,225847.88,4.88
454453.42,9.83,4.65,225862.62,4.88
453802.49,9.81,4.64,225230.49,4.87
453939.31,9.82,4.65,225220.32,4.87
454211.72,9.83,4.65,225216.59,4.87
454017.59,9.82,4.65,225372.3,4.88
454154.41,9.83,4.66,225377.43,4.88
454154.41,9.83,4.66,225401.63,4.88
454102.69,9.83,4.66,225260.87,4.88
454540.03,9.84,4.67,226270.3,4.9
454488.3,9.84,4.67,226270.3,4.9
454158.02,9.83,4.66,225897.93,4.89
454294.85,9.84,4.67,225897.93,4.89
454431.67,9.84,4.67,225897.93,4.89
454436.02,9.84,4.67,225900.34,4.89
454384.3,9.84,4.67,225903.56,4.89
454332.57,9.85,4.67,225900.99,4.9
454280.85,9.85,4.67,225900.34,4.9
454801.08,9.86,4.69,226681.67,4.91
454519.84,9.85,4.68,226433.2,4.91
454468.12,9.85,4.68,226571.48,4.91
454838.83,9.86,4.69,226571.48,4.91
454787.11,9.86,4.69,226571.48,4.91
454735.39,9.86,4.69,226593.49,4.92
454683.66,9.87,4.69,226573.17,4.92
454631.94,9.87,4.69,226571.48,4.92
454603.96,9.87,4.7,227430.14,4.94
454954.24,9.88,4.7,226865.2,4.93
455183.71,9.88,4.71,227830.17,4.95
454564.32,9.87,4.7,227081.48,4.93
454343.61,9.87,4.7,226839.86,4.93
454291.88,9.87,4.7,226839.86,4.93
454662.6,9.88,4.71,226839.86,4.93
454610.88,9.88,4.71,226839.86,4.93
454323.79,9.87,4.7,226546.87,4.92
454460.61,9.88,4.71,226549.0,4.92
454166.48,9.87,4.7,226272.97,4.92
454303.31,9.88,4.7,226274.06,4.92
454575.72,9.88,4.71,226280.31,4.92
454712.54,9.89,4.72,226270.84,4.92
454660.82,9.89,4.72,227588.1,4.95
454609.09,9.89,4.72,227588.1,4.95
454256.65,9.88,4.71,227136.46,4.94
454393.48,9.89,4.72,227136.46,4.94
454393.48,9.89,4.72,227133.85,4.94
454341.75,9.89,4.72,227133.85,4.94
454478.58,9.89,4.72,227145.81,4.95
454426.86,9.9,4.72,227146.26,4.95
454375.13,9.9,4.72,227133.85,4.95
454323.41,9.9,4.73,227636.81,4.96
454271.68,9.9,4.73,227510.95,4.96
454408.51,9.9,4.73,227510.95,4.96
454084.38,9.9,4.72,227282.72,4.95
454032.65,9.9,4.73,227282.72,4.96
454403.37,9.91,4.74,227282.72,4.96
454271.64,9.91,4.73,227287.5,4.96
454219.92,9.91,4.73,227286.47,4.96
454582.07,9.92,4.74,227282.72,4.96
454584.97,9.92,4.74,227298.13,4.96
454533.25,9.92,4.74,228005.91,4.97
454670.08,9.92,4.75,228258.38,4.98
454806.9,9.93,4.75,228582.3,4.99
454755.18,9.93,4.75,228582.3,4.99
455125.9,9.94,4.76,228582.3,4.99
455074.17,9.94,4.76,228588.14,4.99
455211.0,9.94,4.77,228584.79,4.99
455159.27,9.94,4.77,228582.3,4.99
455107.55,9.94,4.77,228601.91,4.99
454745.11,9.94,4.76,229109.38,5.01
454741.29,9.94,4.77,228801.65,5.0
454641.66,9.94,4.77,228830.39,5.0
454589.93,9.94,4.77,228830.39,5.0
454306.06,9.93,4.76,228477.4,5.0
454759.43,9.95,4.77,228477.4,5.0
454707.71,9.95,4.77,228477.4,5.0
454655.98,9.95,4.77,228494.05,5.0
454604.26,9.95,4.78,228487.32,5.0
454741.09,9.95,4.78,228477.4,5.0
454689.36,9.95,4.78,229105.76,5.02
454637.64,9.96,4.78,229114.65,5.02
454262.54,9.95,4.78,228796.18,5.01
454633.26,9.96,4.78,228796.18,5.01
454581.53,9.96,4.79,228796.18,5.01
454529.81,9.96,4.79,228806.36,5.01
454309.09,9.96,4.78,228643.55,5.01
454257.37,9.96,4.78,228642.67,5.01
453257.37,9.94,4.76,227642.67,4.99
453043.32,9.93,4.76,227633.37,4.99
453180.15,9.94,4.76,227822.36,5.0
453128.43,9.94,4.77,227690.91,4.99
453076.7,9.94,4.77,228153.83,5.01
453024.98,9.94,4.77,228015.17,5.0
452973.25,9.94,4.77,228015.17,5.0
452921.53,9.94,4.77,228015.17,5.01
453374.9,9.95,4.78,228026.04,5.01
453323.18,9.95,4.78,228023.06,5.01
453026.48,9.95,4.78,228015.17,5.01
452974.75,9.95,4.78,228531.58,5.02
453369.21,9.96,4.79,228561.57,5.02
453305.62,9.96,4.79,228059.92,5.01
453271.09,9.96,4.79,228700.07,5.03
453219.36,9.96,4.79,228700.07,5.03
453167.64,9.96,4.79,228700.07,5.03
453115.91,9.96,4.79,228806.32,5.03
452736.01,9.96,4.78,228401.41,5.02
453106.73,9.97,4.79,228412.64,5.02
452744.29,9.96,4.79,228414.24,5.02
452916.73,9.97,4.79,228378.76,5.02
453430.31,9.98,4.8,229924.55,5.06
454270.12,10.0,4.82,230459.97,5.07
454707.39,10.01,4.83,230525.17,5.07
454655.67,10.01,4.84,230525.17,5.07
454603.94,10.01,4.84,230552.37,5.08
454552.22,10.01,4.84,230547.5,5.08
454922.94,10.02,4.85,230535.66,5.08
454871.21,10.02,4.85,231343.24,5.1
455038.82,10.03,4.85,231724.12,5.11
455823.6,10.05,4.87,232055.17,5.11
456186.35,10.05,4.88,232055.2,5.11
456052.9,10.05,4.88,232055.17,5.11
455639.11,10.06,4.89,232055.17,5.12
455911.51,10.07,4.9,232055.17,5.12
456183.92,10.08,4.9,232063.42,5.13
456132.19,10.08,4.9,232065.86,5.13
456080.47,10.08,4.91,232075.73,5.13
456451.19,10.09,4.91,232103.92,5.13
456588.01,10.09,4.92,233543.28,5.16
456536.29,10.09,4.92,233661.19,5.17
456484.57,10.09,4.92,233661.19,5.17
456432.84,10.1,4.92,233661.19,5.17
456381.12,10.1,4.92,233663.68,5.17
456025.8,10.09,4.92,233218.62,5.16
455974.07,10.09,4.92,233216.2,5.16
455922.35,10.09,4.92,233216.17,5.16
455870.63,10.09,4.92,233367.78,5.17
455818.9,10.09,4.92,233325.97,5.17
455955.73,10.1,4.93,233397.49,5.17
455904.0,10.1,4.93,233397.49,5.17
455852.28,10.1,4.93,233397.49,5.17
455800.56,10.1,4.93,233397.49,5.17
455937.38,10.11,4.93,233401.15,5.17
456074.21,10.11,4.94,233400.85,5.17
456594.43,10.12,4.95,233463.63,5.18
456313.2,10.12,4.95,233935.91,5.19
456261.47,10.12,4.95,234064.77,5.19
456209.75,10.12,4.95,234030.69,5.19
456158.03,10.12,4.95,234030.69,5.19
456528.74,10.13,4.96,234030.69,5.19
456533.09,10.13,4.96,234032.32,5.19
456669.92,10.14,4.96,234032.32,5.19
456806.75,10.14,4.97,234034.08,5.2
456755.02,10.14,4.97,234032.32,5.2
456531.05,10.14,4.97,234141.7,5.2
456479.33,10.14,4.97,234127.92,5.2
456427.6,10.14,4.97,234162.95,5.2
456375.88,10.14,4.97,234610.99,5.21
456324.16,10.14,4.97,234610.99,5.21
456272.43,10.14,4.97,234610.99,5.22
456643.15,10.15,4.98,234610.99,5.22
456915.56,10.16,4.99,234684.37,5.22
456553.11,10.15,4.98,234705.08,5.22
456790.96,10.16,4.99,235021.58,5.23
458722.09,10.21,5.03,237370.99,5.28
459175.46,10.22,5.04,237370.99,5.28
459123.74,10.22,5.04,237370.99,5.28
459260.56,10.22,5.05,237377.88,5.28
459397.39,10.23,5.05,237372.66,5.28
459534.22,10.23,5.06,237371.81,5.29
459482.49,10.23,5.06,237370.99,5.29
459261.78,10.23,5.06,237186.08,5.28
459210.05,10.23,5.06,238149.03,5.31
459158.33,10.23,5.06,238148.65,5.31
459106.6,10.23,5.06,238148.65,5.31
459054.88,10.23,5.06,238148.65,5.31
459003.16,10.23,5.06,238156.26,5.31
458951.43,10.24,5.06,238159.05,5.31
458899.71,10.24,5.06,238151.32,5.31
458847.98,10.24,5.07,238354.28,5.32
458434.19,10.25,5.07,238354.28,5.33
458434.19,10.25,5.07,238378.7,5.33
458127.57,10.24,5.07,238184.78,5.32
458087.71,10.24,5.07,238004.86,5.32
458024.12,10.24,5.07,237979.14,5.32
458160.94,10.25,5.08,237979.14,5.32
458109.22,10.25,5.08,237979.14,5.32
458057.49,10.25,5.08,237979.14,5.33
458005.77,10.25,5.08,238029.79,5.33
457954.05,10.25,5.08,238041.79,5.33
457902.32,10.25,5.08,238009.47,5.33
457862.47,10.26,5.08,238326.99,5.34
458221.32,10.26,5.09,238529.32,5.34
458169.59,10.27,5.09,238529.32,5.34
458278.6,10.27,5.1,238699.14,5.35
458226.88,10.27,5.1,238699.14,5.35
458175.15,10.27,5.1,238703.76,5.35
458123.43,10.27,5.1,238703.56,5.35
458260.25,10.28,5.1,238699.26,5.35
458780.48,10.29,5.12,239078.07,5.36
458499.24,10.28,5.11,238843.63,5.36
458459.39,10.28,5.11,238737.47,5.36
458584.35,10.29,5.12,239371.35,5.37
458532.62,10.29,5.12,239371.35,5.37
458480.9,10.29,5.12,239371.35,5.37
458429.17,10.29,5.12,239371.35,5.37
458875.12,10.3,5.13,239450.37,5.38
458575.92,10.3,5.13,239434.79,5.38
458712.75,10.3,5.13,239387.69,5.38
458492.03,10.3,5.13,239149.52,5.37
458464.05,10.3,5.13,240076.47,5.39
458625.04,10.31,5.13,239892.61,5.39
458573.32,10.31,5.13,239896.38,5.39
458662.24,10.31,5.14,239879.64,5.39
458610.51,10.31,5.14,239877.6,5.39
458558.79,10.31,5.14,239917.25,5.4
458507.06,10.31,5.14,239890.84,5.4
458832.43,10.32,5.15,239876.18,5.4
457832.43,10.3,5.13,238876.18,5.38
457969.26,10.31,5.14,239409.22,5.39
457929.4,10.31,5.14,239241.78,5.39
457869.98,10.31,5.14,239433.81,5.39
458248.67,10.32,5.15,239433.81,5.39
458196.94,10.32,5.15,239433.81,5.39
458145.22,10.32,5.15,239433.81,5.39
458093.49,10.32,5.15,239455.23,5.4
458041.77,10.32,5.15,239502.26,5.4
458041.77,10.32,5.15,239527.86,5.4
457990.05,10.33,5.15,239494.59,5.4
457986.23,10.33,5.16,240076.57,5.41
457886.6,10.33,5.16,239874.79,5.41
457834.87,10.33,5.16,239874.79,5.41
457971.7,10.33,5.16,239874.79,5.41
457611.29,10.33,5.15,239529.41,5.41
457611.29,10.33,5.15,239527.14,5.41
457321.48,10.32,5.15,239249.19,5.4
457269.75,10.32,5.15,239249.19,5.4
457406.58,10.33,5.15,239256.43,5.4
457678.99,10.33,5.16,239251.59,5.4
457627.26,10.34,5.16,239249.19,5.4
457587.41,10.34,5.16,240071.94,5.42
457527.37,10.34,5.17,239954.73,5.42
457799.78,10.35,5.17,239954.73,5.42
458170.5,10.36,5.18,239954.73,5.42
458442.91,10.36,5.19,239972.67,5.42
458391.18,10.36,5.19,239975.61,5.43
458339.46,10.37,5.19,239969.55,5.43
458287.73,10.37,5.19,239999.46,5.43
458436.43,10.37,5.2,241261.86,5.46
458401.9,10.37,5.2,241198.1,5.46
458538.72,10.38,5.21,241198.1,5.46
458350.41,10.38,5.2,241054.73,5.46
458298.68,10.38,5.2,241054.73,5.46
458435.51,10.38,5.21,241054.73,5.46
458383.78,10.38,5.21,241055.81,5.46
458383.78,10.38,5.21,241049.55,5.46
458332.06,10.38,5.21,241049.58,5.46
458280.34,10.38,5.21,241049.04,5.46
458228.61,10.39,5.21,241528.24,5.47
458176.89,10.39,5.21,241411.18,5.47
458125.16,10.39,5.22,241411.18,5.47
458073.44,10.39,5.22,241411.18,5.48
458021.72,10.39,5.22,241420.21,5.48
458026.07,10.39,5.22,241443.33,5.48
457974.34,10.39,5.22,241443.64,5.48
458111.17,10.4,5.22,241578.98,5.48
458564.54,10.41,5.24,241474.63,5.48
458524.69,10.41,5.24,241518.13,5.48
458637.44,10.41,5.24,242304.3,5.5
458774.27,10.42,5.25,242304.3,5.5
458722.55,10.42,5.25,242304.3,5.5
459242.77,10.43,5.26,242311.13,5.5
459035.88,10.44,5.27,242330.03,5.51
458984.15,10.44,5.27,242673.51,5.52
459280.3,10.45,5.27,242808.63,5.52
459252.74,10.45,5.28,242394.5,5.51
459201.02,10.45,5.28,242394.94,5.52
459149.29,10.45,5.28,242389.56,5.52
459097.57,10.45,5.28,242428.67,5.52
459186.49,10.46,5.28,242864.16,5.53
459323.31,10.46,5.29,243689.11,5.55
459128.52,10.46,5.29,243493.57,5.55
458859.16,10.45,5.28,243236.95,5.54
458795.56,10.45,5.28,243300.9,5.54
459166.28,10.46,5.29,243300.9,5.54
459114.56,10.46,5.29,243300.9,5.55
459476.71,10.47,5.3,243304.25,5.55
459613.54,10.48,5.31,243301.52,5.55
459561.81,10.48,5.31,243302.39,5.55
459698.64,10.49,5.31,243300.9,5.55
459835.46,10.49,5.32,244512.47,5.58
459783.74,10.49,5.32,244684.78,5.58
459732.02,10.49,5.32,244684.78,5.58
459868.84,10.5,5.33,244684.78,5.59
459817.12,10.5,5.33,244691.71,5.59
459765.39,10.5,5.33,244692.29,5.59
459402.95,10.49,5.32,244260.81,5.58
459195.14,10.49,5.32,244047.54,5.57
459143.41,10.49,5.32,244046.47,5.58
459091.69,10.49,5.32,244339.79,5.58
459039.96,10.49,5.32,244168.36,5.58
458988.24,10.49,5.32,244228.57,5.58
458936.51,10.49,5.32,244228.57,5.59
458884.79,10.5,5.32,244228.57,5.59
458776.24,10.49,5.32,244119.04,5.58
459146.96,10.5,5.33,244119.04,5.58
459095.23,10.5,5.33,244160.15,5.59
459043.51,10.51,5.33,244119.54,5.59
459315.92,10.51,5.34,244119.04,5.59
459276.06,10.52,5.34,244915.99,5.61
459241.53,10.52,5.34,244859.63,5.61
459189.81,10.52,5.35,244859.63,5.61
459138.08,10.52,5.35,244859.63,5.61
459086.36,10.52,5.35,244885.8,5.61
459034.63,10.52,5.35,244884.86,5.61
458982.91,10.52,5.35,244860.48,5.61
458931.19,10.52,5.35,244859.63,5.62
458891.33,10.53,5.35,245040.65,5.62
458827.74,10.53,5.35,244859.63,5.62
458776.01,10.53,5.36,244859.63,5.62
459146.73,10.54,5.37,244859.63,5.62
458784.29,10.53,5.36,244859.63,5.62
458732.57,10.53,5.36,244917.73,5.62
458680.84,10.53,5.36,244915.24,5.62
458629.12,10.53,5.36,244902.01,5.63
458765.94,10.54,5.37,245278.48,5.63
458762.13,10.54,5.37,245247.01,5.64
458851.04,10.55,5.37,245284.02,5.64
458799.32,10.55,5.37,245284.02,5.64
458747.6,10.55,5.38,245284.02,5.64
458884.42,10.55,5.38,245284.02,5.64
459209.79,10.56,5.39,245286.82,5.64
459158.06,10.56,5.39,245285.34,5.64
459160.96,10.56,5.39,245286.65,5.64
459531.68,10.57,5.4,245285.33,5.64
459479.96,10.57,5.4,246170.01,5.67
459428.23,10.58,5.4,246143.21,5.67
459376.51,10.58,5.4,246143.21,5.67
459513.33,10.58,5.41,246143.21,5.67
459650.16,10.59,5.41,246143.21,5.67
459786.99,10.59,5.42,246143.21,5.67
459735.26,10.59,5.42,246185.57,5.67
459872.09,10.6,5.43,246307.36,5.68
459820.36,10.6,5.43,246143.21,5.67
459768.64,10.6,5.43,246899.53,5.69
459905.46,10.61,5.43,246899.53,5.69
459547.19,10.6,5.43,246682.28,5.69
459495.47,10.6,5.43,246682.28,5.69
459443.75,10.6,5.43,246686.35,5.69
459159.87,10.6,5.42,246492.32,5.69
459108.14,10.6,5.42,246493.75,5.69
459478.86,10.61,5.43,246491.27,5.69
459478.86,10.61,5.43,246491.27,5.69
459427.14,10.61,5.44,246494.5,5.69
459427.14,10.61,5.44,246513.74,5.69
459270.04,10.6,5.43,246354.98,5.69
459406.86,10.61,5.44,247062.04,5.71
459207.05,10.61,5.43,246851.41,5.7
459155.33,10.61,5.43,246926.11,5.7
459517.48,10.62,5.44,246926.11,5.71
459465.76,10.62,5.45,246926.11,5.71
459414.03,10.62,5.45,246926.71,5.71
459362.31,10.62,5.45,246926.11,5.71
458999.87,10.61,5.44,246570.2,5.7
458999.87,10.61,5.44,246587.17,5.7
459136.69,10.62,5.45,246587.17,5.7
459084.97,10.62,5.45,247025.86,5.71
459084.97,10.62,5.45,247025.86,5.71
459357.38,10.63,5.46,247210.2,5.72
459150.48,10.63,5.46,247212.83,5.72
459098.76,10.63,5.46,247544.44,5.73
459047.03,10.64,5.46,247587.72,5.74
458995.31,10.64,5.46,247552.66,5.74
458675.31,10.63,5.46,247232.66,5.73
458623.58,10.63,5.46,247221.8,5.73
458571.86,10.63,5.46,247221.8,5.73
458942.58,10.64,5.47,247221.8,5.73
458890.85,10.64,5.47,247221.8,5.73
459027.68,10.65,5.48,247221.8,5.74
458975.96,10.65,5.48,247240.96,5.74
458613.51,10.64,5.47,247240.39,5.74
458561.79,10.64,5.47,247244.84,5.74
458510.07,10.65,5.47,247590.19,5.75
458568.01,10.65,5.48,247610.16,5.75
458408.07,10.65,5.48,247471.8,5.75
458544.89,10.65,5.48,247471.8,5.75
458493.17,10.65,5.48,247471.8,5.75
458441.44,10.66,5.48,247476.19,5.75
458389.72,10.66,5.48,247472.84,5.75
458768.41,10.67,5.49,247471.8,5.75
458905.23,10.67,5.5,247840.37,5.76
458853.51,10.67,5.5,247880.14,5.77
458504.97,10.67,5.49,247509.1,5.76
458765.5,10.67,5.5,248251.0,5.78
458713.78,10.68,5.5,248251.0,5.78
458662.06,10.68,5.5,248251.0,5.78
458610.33,10.68,5.51,248251.0,5.78
458558.61,10.68,5.51,248255.06,5.78
458929.33,10.69,5.52,248625.3,5.79
458602.5,10.68,5.51,248329.7,5.78
458915.99,10.69,5.52,248390.73,5.79
458582.11,10.68,5.51,247978.2,5.78
458426.62,10.68,5.51,247819.45,5.77
458587.61,10.69,5.51,248478.04,5.79
458958.33,10.7,5.52,248478.04,5.79
459310.2,10.71,5.53,248744.35,5.8
458947.75,10.7,5.53,248744.35,5.8
458896.03,10.7,5.53,248744.35,5.8
458844.31,10.7,5.53,248802.15,5.8
458550.18,10.7,5.52,248558.34,5.8
458822.58,10.7,5.53,248570.64,5.8
458528.45,10.7,5.52,248267.78,5.79
458476.73,10.7,5.53,248265.3,5.79
458448.75,10.7,5.53,249072.29,5.81
458573.7,10.71,5.53,248862.13,5.81
458513.67,10.71,5.53,248759.43,5.81
458317.42,10.7,5.53,248577.68,5.8
458265.7,10.7,5.53,248577.9,5.81
458719.07,10.72,5.54,248577.7,5.81
458855.9,10.72,5.55,248577.69,5.81
458992.73,10.73,5.55,248577.68,5.81
458941.0,10.73,5.55,248643.92,5.81
459077.83,10.73,5.56,248779.97,5.82
458602.73,10.72,5.55,248577.68,5.81
458551.0,10.72,5.55,249245.38,5.83
458913.75,10.73,5.56,249594.58,5.84
458549.28,10.73,5.55,249189.09,5.83
458920.0,10.74,5.56,249189.09,5.83
458868.27,10.74,5.56,249189.09,5.83
459005.1,10.74,5.57,249189.09,5.83
459141.93,10.75,5.58,249194.41,5.83
459010.2,10.75,5.57,249189.09,5.83
458958.48,10.75,5.57,249189.09,5.83
458906.75,10.75,5.58,249785.65,5.85
459043.58,10.75,5.58,250036.9,5.86
458991.85,10.75,5.58,249999.22,5.86
459128.68,10.76,5.59,249999.22,5.86
459499.4,10.77,5.6,249999.22,5.86
459447.67,10.77,5.6,250001.74,5.86
459226.96,10.77,5.59,249830.02,5.86
459012.91,10.76,5.59,249827.52,5.86
459149.74,10.77,5.59,249827.5,5.86
459520.46,10.78,5.6,249827.5,5.86
459468.73,10.78,5.61,250371.21,5.87
459417.01,10.78,5.61,250351.35,5.87
459553.83,10.79,5.61,250822.03,5.89
459339.79,10.78,5.61,250815.03,5.89
459476.62,10.79,5.61,250815.03,5.89
459476.62,10.79,5.61,250815.03,5.89
459613.44,10.79,5.62,250815.03,5.89
459613.44,10.79,5.62,250815.03,5.89
459561.72,10.79,5.62,250815.03,5.89
459509.99,10.79,5.62,250817.67,5.89
459646.82,10.8,5.63,250815.86,5.89
460084.15,10.81,5.64,251288.43,5.9
460032.43,10.81,5.64,251444.93,5.91
460169.26,10.82,5.64,251822.17,5.92
460117.53,10.82,5.65,251822.17,5.92
460065.81,10.82,5.65,251822.17,5.92
459858.91,10.83,5.65,251822.85,5.93
459807.19,10.83,5.65,251973.07,5.93
459944.01,10.83,5.66,252003.53,5.93
459623.66,10.83,5.65,251922.85,5.93
459571.93,10.83,5.65,251922.85,5.93
459950.62,10.84,5.66,251922.85,5.94
459898.9,10.84,5.67,251932.91,5.94
459903.25,10.84,5.67,251971.49,5.94
459532.83,10.83,5.66,251982.76,5.94
459903.55,10.84,5.67,251969.81,5.94
459851.83,10.84,5.67,251971.27,5.94
459823.85,10.84,5.67,253008.51,5.97
460286.63,10.86,5.68,253181.09,5.97
459946.62,10.85,5.68,252673.53,5.96
459788.07,10.85,5.68,252515.82,5.96
460060.48,10.86,5.68,252515.82,5.96
460008.76,10.86,5.69,252515.82,5.96
459957.03,10.86,5.69,252516.15,5.96
460093.86,10.86,5.69,252515.84,5.96
460042.13,10.87,5.69,252515.82,5.96
460412.85,10.88,5.7,252515.82,5.96
460361.13,10.88,5.7,253316.59,5.99
460309.4,10.88,5.71,253403.16,5.99
460257.68,10.88,5.71,253403.16,5.99
460205.96,10.88,5.71,253403.16,5.99
460154.23,10.88,5.71,253465.28,5.99
460102.51,10.88,5.71,253416.39,5.99
460050.78,10.88,5.71,253449.32,6.0
459999.06,10.89,5.71,253430.86,6.0
459704.93,10.88,5.71,253205.23,5.99
459704.93,10.88,5.71,253192.08,5.99
459342.49,10.87,5.7,252800.44,5.98
459338.67,10.88,5.7,253008.29,5.99
459239.04,10.88,5.7,252772.74,5.99
459187.31,10.88,5.7,252772.74,5.99
459324.14,10.88,5.71,252772.74,5.99
459272.42,10.88,5.71,252772.74,5.99
459725.79,10.9,5.72,252772.85,5.99
459862.62,10.9,5.73,252772.88,5.99
459999.44,10.91,5.73,252773.35,5.99
460136.27,10.91,5.74,252772.74,5.99
460084.54,10.91,5.74,254052.97,6.03
460032.82,10.91,5.74,254052.97,6.03
459557.72,10.9,5.73,253515.85,6.02
459506.0,10.91,5.73,253515.85,6.02
459876.71,10.92,5.74,253628.11,6.02
460149.12,10.92,5.75,253633.2,6.02
460097.4,10.93,5.75,253614.16,6.02
460562.85,10.94,5.77,255707.96,6.07
461955.65,10.97,5.8,256275.85,6.09
461903.93,10.97,5.8,256275.85,6.09
461852.2,10.97,5.8,256275.85,6.09
461800.48,10.98,5.8,256293.4,6.09
461748.75,10.98,5.81,256337.02,6.09
461697.03,10.98,5.81,256370.71,6.1
461833.86,10.98,5.81,256725.43,6.11
461878.66,10.99,5.82,256419.13,6.1
461918.96,10.99,5.82,256649.02,6.11
462289.68,11.0,5.83,256649.02,6.11
462562.08,11.01,5.84,256649.02,6.11
462698.91,11.01,5.84,256649.02,6.11
462426.5,11.01,5.84,256396.93,6.1
462698.9,11.02,5.84,256424.99,6.11
462336.46,11.01,5.84,256427.43,6.11
462284.74,11.01,5.84,256452.11,6.11
462256.76,11.01,5.84,256600.71,6.11
462261.11,11.01,5.84,256602.33,6.11
462991.4,11.03,5.86,258322.14,6.16
462939.67,11.03,5.86,258322.14,6.16
462485.38,11.03,5.85,257698.55,6.14
462433.66,11.03,5.85,257698.64,6.15
462381.93,11.03,5.86,257698.55,6.15
