ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_ratio
1113505.99,22.04,8.47,490952.79,9.72
1113270.01,22.03,8.47,490867.08,9.72
1113270.01,22.03,8.47,490867.08,9.72
1113502.81,22.04,8.48,492393.5,9.75
1113654.7,22.05,8.48,492314.59,9.75
1113654.7,22.05,8.48,492314.59,9.75
1113706.23,22.05,8.49,492314.37,9.75
1113757.76,22.06,8.49,492314.0,9.75
1113918.07,22.06,8.49,492314.0,9.75
1114148.93,22.07,8.5,492314.0,9.75
1114303.2,22.07,8.51,492518.65,9.76
1114067.22,22.07,8.51,492458.51,9.76
1114221.48,22.08,8.51,492465.18,9.76
1114273.01,22.08,8.52,492721.68,9.76
1114324.54,22.09,8.52,493651.29,9.78
1114376.07,22.09,8.52,493651.06,9.79
1114427.6,22.1,8.53,493650.69,9.79
1114479.13,22.1,8.53,493650.69,9.79
1114479.13,22.1,8.53,493650.69,9.79
1114530.66,22.1,8.54,493650.69,9.79
1114735.91,22.11,8.54,494280.61,9.8
1114528.99,22.11,8.54,494026.52,9.8
1114689.3,22.11,8.55,494026.52,9.8
1114491.02,22.11,8.54,494084.03,9.8
1114255.04,22.11,8.54,494382.87,9.81
1114306.57,22.11,8.54,494638.74,9.81
1114358.1,22.12,8.55,495038.83,9.82
1114358.1,22.12,8.55,495038.83,9.82
1114512.37,22.12,8.55,495157.72,9.83
1114252.44,22.12,8.55,495299.96,9.83
1113996.29,22.11,8.55,495018.77,9.83
1114001.91,22.11,8.55,495033.42,9.83
1114171.3,22.12,8.55,495032.82,9.83
1114222.83,22.12,8.56,495032.82,9.83
1114215.99,22.12,8.56,495032.82,9.83
1114267.52,22.13,8.56,495032.82,9.83
1114427.84,22.13,8.57,495091.13,9.83
1114626.11,22.14,8.57,495063.05,9.83
1114457.9,22.14,8.57,495032.82,9.83
1114457.9,22.14,8.57,495028.71,9.83
1114509.43,22.14,8.58,495516.8,9.84
1114273.45,22.14,8.57,495724.87,9.85
1114439.35,22.15,8.58,496103.86,9.86
1114207.79,22.14,8.58,495980.69,9.86
1114207.79,22.14,8.58,495553.78,9.85
1114259.32,22.15,8.58,496052.72,9.86
1114419.64,22.15,8.59,496052.51,9.86
1114369.64,22.15,8.59,496002.51,9.86
1114212.44,22.15,8.58,495849.97,9.86
1113976.46,22.15,8.58,495849.58,9.86
1113988.47,22.15,8.58,496211.35,9.87
1114148.79,22.15,8.59,496211.35,9.87
1114148.79,22.15,8.59,496505.61,9.87
1113994.07,22.15,8.58,496319.85,9.87
1113994.07,22.15,8.58,498379.84,9.91
1115663.53,22.19,8.62,499867.96,9.94
1115817.8,22.19,8.63,499867.36,9.94
1115732.25,22.19,8.63,498623.37,9.92
1117444.97,22.23,8.67,500522.31,9.96
1117496.5,22.24,8.67,500522.31,9.96
1117496.5,22.24,8.67,500522.31,9.96
1117656.82,22.24,8.67,500522.31,9.96
1117430.84,22.24,8.67,500591.35,9.96
1117591.16,22.24,8.68,500576.53,9.96
1117642.69,22.25,8.68,500558.73,9.96
1117873.55,22.26,8.69,500522.31,9.96
1117873.55,22.26,8.69,500522.31,9.96
1117925.08,22.26,8.69,500522.31,9.97
1117689.1,22.26,8.69,501903.67,9.99
1117529.17,22.26,8.69,501201.62,9.98
1117580.7,22.26,8.69,501574.96,9.99
1117580.7,22.26,8.69,501574.96,9.99
1117632.23,22.26,8.7,501574.73,9.99
1117365.71,22.26,8.69,501635.86,9.99
1117417.24,22.27,8.7,501635.49,10.0
1117468.77,22.27,8.7,501635.49,10.0
1117699.62,22.28,8.71,501635.49,10.0
1117859.94,22.28,8.72,501851.52,10.0
1117911.47,22.29,8.72,502054.32,10.01
1117675.49,22.28,8.72,501941.72,10.01
1117727.02,22.29,8.72,502245.97,10.02
1117887.34,22.29,8.73,502476.84,10.02
1117651.36,22.29,8.73,503051.15,10.03
1117811.68,22.3,8.73,503050.94,10.03
1117863.21,22.3,8.74,503050.55,10.04
1118017.47,22.31,8.74,503050.55,10.04
1118248.33,22.31,8.75,503133.53,10.04
1118299.86,22.32,8.75,503197.69,10.04
1118308.28,22.32,8.75,503200.15,10.04
1118082.3,22.32,8.75,503058.92,10.04
1118133.83,22.32,8.76,503053.02,10.04
1117897.31,22.32,8.75,502706.87,10.04
1117897.31,22.32,8.75,502706.87,10.04
1118057.63,22.32,8.76,502706.87,10.04
1118211.89,22.33,8.76,504623.88,10.08
1118263.42,22.33,8.77,504623.65,10.08
1118314.95,22.34,8.77,504623.28,10.08
1118314.95,22.34,8.77,504623.28,10.08
1118024.95,22.33,8.77,504333.28,10.07
1117788.97,22.33,8.77,504090.07,10.07
1117949.29,22.34,8.77,504090.07,10.07
1117713.31,22.33,8.77,504090.07,10.07
1117873.63,22.34,8.77,504152.94,10.08
1118027.89,22.35,8.78,504138.13,10.08
1117857.96,22.34,8.78,503987.88,10.07
1117909.49,22.35,8.78,504018.95,10.08
1117673.51,22.35,8.78,503939.81,10.08
1117833.83,22.35,8.78,505082.25,10.1
1117885.36,22.36,8.79,505307.38,10.11
1117649.38,22.35,8.79,505087.67,10.1
1117389.45,22.35,8.78,504872.43,10.1
1117440.98,22.35,8.79,504872.2,10.1
1117154.46,22.35,8.78,504295.64,10.09
1117205.99,22.35,8.79,504295.27,10.09
1117205.99,22.35,8.79,504295.27,10.09
1117366.31,22.36,8.79,504295.27,10.09
1117106.38,22.36,8.79,504275.76,10.09
1117112.0,22.36,8.79,504290.41,10.09
1116876.01,22.35,8.79,504290.41,10.09
1116927.54,22.36,8.79,504290.41,10.09
1117087.86,22.36,8.8,504466.49,10.1
1117139.39,22.37,8.8,504553.09,10.1
1116903.41,22.37,8.8,504442.21,10.1
1117072.81,22.37,8.8,504290.41,10.1
1117056.28,22.37,8.81,505542.45,10.12
1117216.6,22.38,8.81,505649.79,10.13
1117268.13,22.38,8.82,505649.57,10.13
1117319.66,22.39,8.82,505649.19,10.13
1117371.19,22.39,8.82,505649.19,10.13
1117422.72,22.4,8.83,505649.19,10.13
1117333.64,22.4,8.83,505472.18,10.13
1117135.1,22.39,8.83,505467.45,10.13
1117186.63,22.4,8.83,505753.33,10.14
1117186.63,22.4,8.83,505753.33,10.14
1117356.03,22.4,8.84,505606.14,10.14
1117080.97,22.4,8.83,505467.45,10.14
1117311.83,22.41,8.84,506675.24,10.16
1117363.36,22.41,8.84,506939.42,10.17
1117363.36,22.41,8.84,506939.42,10.17
1117414.89,22.42,8.85,506939.19,10.17
1117466.42,22.42,8.85,506938.82,10.17
1117312.66,22.42,8.85,506622.56,10.17
1117466.93,22.42,8.86,506622.56,10.17
1117466.93,22.42,8.86,506622.56,10.17
1117656.95,22.43,8.86,506664.96,10.17
1117397.02,22.43,8.86,506626.14,10.17
1117313.33,22.43,8.86,506622.56,10.17
1117364.86,22.43,8.86,506928.84,10.18
1117416.39,22.44,8.87,507162.84,10.18
1117570.66,22.44,8.87,507293.25,10.19
1117310.73,22.44,8.87,507785.51,10.2
1117310.73,22.44,8.87,507785.51,10.2
1117362.26,22.44,8.88,507847.91,10.2
1117528.16,22.45,8.88,507847.31,10.2
1117682.43,22.45,8.89,507847.31,10.2
1117733.96,22.46,8.89,507847.31,10.2
1117733.96,22.46,8.89,507847.31,10.2
1117502.39,22.46,8.89,507916.35,10.21
1117656.66,22.46,8.9,507901.56,10.21
1117708.19,22.47,8.9,507856.85,10.21
1117448.26,22.46,8.9,507847.31,10.21
1117499.79,22.47,8.9,507847.31,10.21
1117660.11,22.47,8.91,508987.19,10.23
1117521.76,22.47,8.91,508507.42,10.23
1117261.84,22.47,8.9,507916.61,10.21
1117492.69,22.47,8.91,509083.86,10.24
1117653.01,22.48,8.91,509083.65,10.24
1117417.03,22.48,8.91,509083.26,10.24
1117582.93,22.48,8.92,509083.26,10.24
1117634.46,22.49,8.92,509113.94,10.24
1117402.9,22.49,8.92,509109.34,10.24
1117166.38,22.48,8.92,508847.82,10.24
1117332.28,22.49,8.92,508821.74,10.24
1117110.71,22.49,8.92,509190.69,10.25
1117162.24,22.49,8.92,509142.69,10.25
1117328.15,22.5,8.93,508980.55,10.25
1117379.68,22.5,8.93,509033.51,10.25
1117290.88,22.5,8.93,509992.79,10.27
1117451.19,22.5,8.94,510049.87,10.27
1117362.11,22.5,8.94,509872.87,10.27
1117516.38,22.51,8.94,509876.09,10.27
1117256.45,22.51,8.94,509872.37,10.27
1117044.45,22.5,8.94,509680.33,10.27
1117204.77,22.51,8.94,509680.24,10.27
1117204.77,22.51,8.94,509680.24,10.27
1117403.05,22.52,8.95,509680.24,10.27
1117601.33,22.52,8.96,509743.34,10.27
1117375.35,22.52,8.95,509690.54,10.27
1117535.66,22.53,8.96,509680.24,10.27
1117378.47,22.52,8.96,509527.98,10.27
1117152.49,22.52,8.95,510048.33,10.28
1117204.02,22.53,8.96,510184.44,10.29
1117010.08,22.52,8.96,510317.11,10.29
1117170.4,22.53,8.96,510380.95,10.29
1116934.42,22.53,8.96,510225.48,10.29
1117238.83,22.53,8.97,510739.5,10.3
1117399.15,22.54,8.97,510739.29,10.3
1117163.17,22.54,8.97,510738.9,10.3
1116871.96,22.53,8.97,510567.38,10.3
1116923.49,22.54,8.97,510567.38,10.3
1116923.49,22.54,8.97,510567.38,10.3
1117089.39,22.54,8.98,510598.06,10.3
1117243.65,22.55,8.98,510591.01,10.3
1116928.08,22.54,8.98,510273.68,10.3
1116696.51,22.54,8.97,510256.53,10.3
1116748.04,22.55,8.98,510250.05,10.3
1116488.12,22.54,8.98,510702.25,10.31
1116539.65,22.55,8.98,510786.2,10.31
1116699.96,22.55,8.99,510766.73,10.32
1116751.49,22.56,8.99,511111.32,10.32
1116982.35,22.56,9.0,511110.72,10.32
1117033.88,22.57,9.0,511110.72,10.33
1117188.15,22.57,9.01,511110.72,10.33
1117239.68,22.58,9.01,511277.65,10.33
1117003.7,22.58,9.01,511285.47,10.33
1117157.96,22.58,9.02,511257.49,10.33
1117323.86,22.59,9.02,511118.54,10.33
1117375.39,22.59,9.03,511118.54,10.33
1117059.15,22.59,9.02,510807.97,10.33
1117059.15,22.59,9.02,510807.97,10.33
1117290.01,22.6,9.03,513029.38,10.38
1117058.44,22.59,9.03,512796.77,10.37
1117218.76,22.6,9.03,512796.56,10.37
1117061.42,22.6,9.03,512668.15,10.37
1117112.95,22.6,9.03,512667.76,10.37
1117164.48,22.61,9.04,512667.76,10.37
1117216.01,22.61,9.04,512667.76,10.38
1117267.54,22.61,9.05,512667.76,10.38
1117007.61,22.61,9.04,511982.32,10.36
1117161.88,22.62,9.05,512448.84,10.37
1116925.9,22.61,9.05,512304.42,10.37
1116977.43,22.62,9.05,512623.34,10.38
1116820.24,22.62,9.05,512466.14,10.38
1116980.55,22.62,9.06,512624.2,10.38
1116720.62,22.62,9.05,512804.44,10.39
1116720.62,22.62,9.05,512804.44,10.39
1116494.64,22.62,9.05,513356.1,10.4
1116546.17,22.62,9.05,513355.87,10.4
1116597.7,22.63,9.06,513355.5,10.4
1116763.61,22.63,9.06,513355.5,10.4
1116532.04,22.63,9.06,513355.5,10.4
1116762.9,22.64,9.07,513406.94,10.41
1116762.9,22.64,9.07,513406.94,10.41
1116917.16,22.64,9.08,513361.4,10.41
1116680.64,22.64,9.07,513018.25,10.4
1116732.17,22.64,9.08,513012.35,10.4
1116783.7,22.65,9.08,513012.35,10.4
1116835.23,22.65,9.09,514247.82,10.43
1116598.71,22.65,9.08,513958.72,10.43
1116598.71,22.65,9.08,513958.72,10.43
1116650.24,22.65,9.09,513958.49,10.43
1116804.51,22.66,9.09,513958.12,10.43
1116856.04,22.67,9.1,513958.12,10.43
1117016.36,22.67,9.1,513958.12,10.43
1117067.89,22.68,9.11,514031.23,10.43
1117067.89,22.68,9.11,514114.88,10.44
1117067.89,22.68,9.11,514104.57,10.44
1117067.89,22.68,9.11,514104.57,10.44
1117222.15,22.68,9.12,514313.1,10.44
1116962.22,22.68,9.11,514046.76,10.44
1116726.24,22.67,9.11,513937.78,10.44
1116886.56,22.68,9.11,513871.67,10.44
1117040.82,22.69,9.12,515699.18,10.47
1117040.82,22.69,9.12,515699.18,10.47
1116828.06,22.68,9.12,515635.5,10.47
1116828.06,22.68,9.12,515635.5,10.47
1116658.13,22.68,9.11,515884.11,10.48
1116658.13,22.68,9.11,515884.11,10.48
1116658.13,22.68,9.11,515884.11,10.48
1116452.91,22.68,9.11,515647.91,10.47
1116504.44,22.68,9.12,515647.69,10.48
1116658.7,22.69,9.12,515647.32,10.48
1116710.23,22.69,9.13,515647.32,10.48
1116870.55,22.7,9.13,515647.32,10.48
1116870.55,22.7,9.13,515772.19,10.48
1116922.08,22.7,9.14,516030.5,10.49
1116686.1,22.7,9.14,515912.84,10.49
1116697.33,22.7,9.14,515929.38,10.49
1116851.59,22.71,9.14,515961.4,10.49
1117017.49,22.71,9.15,515788.74,10.49
1116863.74,22.71,9.15,515565.65,10.48
1117018.0,22.72,9.15,517415.01,10.52
1116850.04,22.72,9.15,517125.3,10.52
1117004.3,22.72,9.16,517124.7,10.52
1117158.57,22.73,9.16,517124.7,10.52
1117001.38,22.73,9.16,516967.06,10.52
1116769.81,22.72,9.16,516720.07,10.51
1116821.34,22.73,9.16,516720.07,10.52
1116981.66,22.73,9.17,516748.82,10.52
1117033.19,22.74,9.17,516808.71,10.52
1117033.19,22.74,9.17,516879.94,10.52
1116797.21,22.74,9.17,517103.0,10.53
1116848.74,22.74,9.17,516962.45,10.53
1116588.81,22.74,9.17,516443.42,10.52
1116640.34,22.74,9.18,516633.38,10.52
1116691.87,22.75,9.18,517456.8,10.54
1116743.4,22.75,9.18,517456.57,10.54
1116903.72,22.76,9.19,517456.2,10.54
1116643.79,22.75,9.19,517431.83,10.54
1116798.06,22.76,9.19,517431.83,10.54
1116849.59,22.76,9.2,517431.83,10.55
1116863.62,22.76,9.2,517437.44,10.55
1116627.64,22.76,9.2,517645.52,10.55
1116787.96,22.77,9.2,517652.8,10.55
1116839.49,22.77,9.21,517654.78,10.55
1116891.02,22.78,9.21,517783.83,10.56
1116631.09,22.77,9.21,517503.19,10.55
1116395.11,22.77,9.2,517239.88,10.55
1116555.43,22.78,9.21,518684.86,10.58
1116709.69,22.78,9.22,518684.26,10.58
1116761.22,22.79,9.22,518684.26,10.58
1116535.49,22.78,9.22,518399.15,10.58
1116695.81,22.79,9.22,518399.15,10.58
1116747.34,22.79,9.23,518399.15,10.58
1116798.87,22.8,9.23,518472.26,10.58
1116850.4,22.8,9.24,518494.65,10.59
1116901.93,22.81,9.24,519352.34,10.61
1116901.93,22.81,9.24,519338.17,10.61
1116901.93,22.81,9.24,519338.17,10.61
1116953.46,22.81,9.25,519882.16,10.62
1116953.46,22.81,9.25,519882.16,10.62
1117004.99,22.82,9.25,519881.93,10.62
1116769.01,22.82,9.25,519458.45,10.61
1116510.06,22.81,9.25,519185.5,10.61
1116561.59,22.82,9.25,519185.13,10.61
1116721.91,22.82,9.26,519185.13,10.61
1116721.91,22.82,9.26,519185.13,10.61
1116773.44,22.83,9.26,519185.13,10.61
1116537.46,22.82,9.26,519185.13,10.61
1116697.77,22.83,9.26,519279.04,10.62
1116852.04,22.84,9.27,519264.27,10.62
1116592.11,22.83,9.27,519249.85,10.62
1116592.11,22.83,9.27,519249.85,10.62
1116366.13,22.83,9.26,520046.17,10.64
1116526.45,22.84,9.27,520015.9,10.64
1116388.11,22.83,9.27,519253.05,10.62
1116586.38,22.84,9.27,520682.11,10.65
1116637.91,22.85,9.28,520681.88,10.65
1116803.82,22.85,9.29,520681.51,10.65
1116633.89,22.85,9.28,520897.25,10.66
1116685.42,22.85,9.29,520897.25,10.66
1116736.95,22.86,9.29,520897.25,10.66
1116477.02,22.85,9.29,520643.93,10.66
1116528.55,22.86,9.29,520643.93,10.66
1116682.81,22.87,9.3,521110.1,10.67
1116734.34,22.87,9.3,521492.63,10.68
1116440.4,22.87,9.3,520893.69,10.67
1116218.84,22.86,9.3,520636.04,10.66
1116384.74,22.87,9.3,521579.0,10.68
1116436.27,22.87,9.31,521578.77,10.69
1116204.71,22.87,9.31,521361.33,10.68
1116256.24,22.88,9.31,521360.96,10.68
1116307.77,22.88,9.32,521360.96,10.69
1116359.3,22.89,9.32,521360.96,10.69
1116519.61,22.89,9.33,521360.96,10.69
1116571.14,22.9,9.33,521360.96,10.69
1116622.67,22.9,9.34,522445.88,10.72
1116622.67,22.9,9.34,522445.88,10.72
1116465.48,22.9,9.33,522288.25,10.71
1116517.01,22.9,9.34,522709.45,10.72
1116568.54,22.91,9.34,522709.45,10.72
1116568.54,22.91,9.34,522709.45,10.72
1116568.54,22.91,9.34,522709.45,10.72
1116332.56,22.91,9.34,522500.07,10.72
1116486.83,22.91,9.35,522500.07,10.72
1116316.9,22.91,9.34,522604.41,10.73
1116368.43,22.92,9.35,522604.41,10.73
1116528.74,22.92,9.35,522604.41,10.73
1116580.27,22.93,9.36,522760.32,10.73
1116320.35,22.92,9.36,522445.85,10.73
1116060.42,22.92,9.35,522425.63,10.73
1115824.44,22.92,9.35,522371.04,10.73
1115875.97,22.92,9.35,522499.65,10.73
1115765.97,22.92,9.35,522389.65,10.73
1115765.97,22.92,9.35,522389.65,10.73
1115817.5,22.92,9.36,522683.16,10.74
1115869.03,22.93,9.36,523224.91,10.75
1115920.56,22.93,9.37,523224.69,10.75
1116089.95,22.94,9.37,523224.32,10.75
1116141.48,22.94,9.38,523224.32,10.76
1115984.29,22.94,9.37,523072.06,10.75
1115709.23,22.94,9.37,523072.06,10.75
1115760.76,22.94,9.38,523182.38,10.76
1115921.08,22.95,9.38,523174.02,10.76
1115708.32,22.94,9.38,523173.21,10.76
1115472.34,22.94,9.38,523080.34,10.76
1115626.6,22.95,9.38,523071.25,10.76
1115632.21,22.95,9.38,523090.9,10.76
1115792.53,22.95,9.39,523589.23,10.77
1115946.8,22.96,9.39,524653.63,10.79
1116145.08,22.97,9.4,524653.03,10.8
1116196.61,22.97,9.41,524653.03,10.8
1115981.13,22.97,9.4,524308.18,10.79
1116032.66,22.97,9.41,524308.18,10.79
1116084.19,22.98,9.41,524308.18,10.8
1115869.33,22.98,9.41,524187.63,10.79
1115656.56,22.97,9.41,524053.34,10.79
1115462.62,22.97,9.4,524124.76,10.79
1115622.94,22.98,9.41,524095.67,10.79
1115674.47,22.98,9.41,524161.38,10.8
1115726.0,22.99,9.42,524347.19,10.8
1115777.53,22.99,9.42,524818.59,10.81
1115829.06,23.0,9.43,524818.36,10.82
1115812.31,23.0,9.43,525585.48,10.83
1115972.62,23.0,9.44,525585.11,10.83
1115763.4,23.0,9.43,525325.44,10.83
1115746.64,23.0,9.43,525325.44,10.83
1115906.96,23.01,9.44,525364.76,10.83
1115906.96,23.01,9.44,525364.76,10.83
1115817.88,23.0,9.44,525336.42,10.83
1116007.9,23.01,9.44,525325.44,10.83
1116059.43,23.02,9.45,525325.44,10.83
1115860.2,23.01,9.45,525596.88,10.84
1115703.01,23.01,9.44,525444.55,10.84
1115703.12,23.01,9.44,525219.41,10.83
1115901.4,23.02,9.45,525173.11,10.83
1116061.72,23.02,9.46,526494.37,10.86
1116113.25,23.03,9.46,526889.13,10.87
1116113.25,23.03,9.46,526889.13,10.87
1115817.45,23.02,9.46,526015.0,10.85
1115868.98,23.03,9.46,526014.77,10.86
1115868.98,23.03,9.46,525897.44,10.85
1115722.23,23.03,9.46,526436.37,10.86
1115486.25,23.02,9.46,526192.24,10.86
1115700.51,23.03,9.46,526191.86,10.86
1115639.12,23.03,9.46,526191.86,10.86
1115799.44,23.04,9.47,526270.01,10.87
1115953.71,23.04,9.48,526299.91,10.87
1115717.73,23.04,9.47,526296.33,10.87
1115769.26,23.04,9.48,526233.57,10.87
1115929.57,23.05,9.48,527569.91,10.9
1115669.65,23.05,9.48,527039.41,10.89
1115461.11,23.04,9.48,526351.51,10.87
1116075.29,23.06,9.49,528276.24,10.91
1115962.07,23.06,9.49,527809.1,10.91
1116171.84,23.07,9.5,527808.5,10.91
1116192.93,23.07,9.5,527808.5,10.91
1116353.25,23.07,9.51,527808.5,10.91
1116507.51,23.08,9.51,527870.25,10.91
1116507.51,23.08,9.51,527999.33,10.91
1116661.78,23.09,9.52,527988.56,10.92
1116425.8,23.08,9.52,528045.24,10.92
1116477.33,23.09,9.52,527954.11,10.92
1116528.86,23.09,9.53,527937.58,10.92
1116371.66,23.09,9.52,527785.04,10.92
1116423.19,23.1,9.53,529432.35,10.95
1116474.72,23.1,9.53,529588.85,10.96
1116526.25,23.11,9.54,529588.63,10.96
1116577.78,23.11,9.54,529588.25,10.96
1116317.86,23.11,9.54,529132.69,10.95
1116516.13,23.11,9.55,529132.69,10.95
1116524.56,23.11,9.55,529135.23,10.95
1116576.09,23.12,9.55,529135.23,10.96
1116406.16,23.12,9.55,528803.82,10.95
1116566.47,23.12,9.56,528985.04,10.95
1116720.74,23.13,9.56,529089.14,10.96
1116484.22,23.12,9.56,529169.02,10.96
1116314.29,23.12,9.56,528962.67,10.96
1116365.82,23.13,9.56,529142.76,10.96
1116417.35,23.13,9.57,529733.5,10.98
1116127.35,23.13,9.56,529443.5,10.97
1115970.75,23.13,9.56,530103.88,10.98
1115653.67,23.12,9.55,529786.55,10.98
1115636.92,23.12,9.55,529686.43,10.98
1115802.82,23.13,9.56,529685.83,10.98
1115854.35,23.13,9.57,529685.83,10.98
1115765.55,23.13,9.57,529685.83,10.98
1115817.08,23.14,9.57,529685.83,10.98
1115977.4,23.14,9.58,529740.76,10.99
1115741.42,23.14,9.57,529719.52,10.99
1115901.74,23.14,9.58,529693.55,10.99
1115675.76,23.14,9.58,529685.83,10.99
1115727.29,23.15,9.58,530583.19,11.01
1115778.82,23.15,9.59,530803.03,11.01
1115830.35,23.16,9.59,530951.68,11.02
1115881.88,23.16,9.6,530951.09,11.02
1116042.19,23.17,9.6,530951.09,11.02
1116093.72,23.17,9.61,530951.09,11.02
1115857.74,23.17,9.6,530969.48,11.03
1115909.27,23.18,9.61,530971.79,11.03
1116069.59,23.18,9.61,530956.86,11.03
1116121.12,23.19,9.62,530951.09,11.03
1116121.12,23.19,9.62,530951.09,11.03
1116172.65,23.19,9.62,530951.09,11.03
1116224.18,23.2,9.63,532408.63,11.06
1115988.2,23.19,9.63,532189.32,11.06
1116039.73,23.2,9.63,532189.1,11.06
1116091.26,23.2,9.64,532188.72,11.06
1116251.58,23.21,9.64,532188.72,11.07
1116015.6,23.21,9.64,532188.72,11.07
1116175.91,23.21,9.65,532351.17,11.07
1115966.69,23.21,9.64,532062.53,11.07
1116018.22,23.21,9.65,532076.17,11.07
1116069.75,23.22,9.65,532162.76,11.07
1115980.67,23.22,9.65,532020.97,11.07
1116150.06,23.22,9.66,531900.09,11.07
1115875.0,23.22,9.65,533138.66,11.09
1116044.4,23.23,9.66,533044.62,11.09
1115936.38,23.23,9.66,533153.76,11.1
1116096.7,23.23,9.66,533153.56,11.1
1115860.72,23.23,9.66,533153.17,11.1
1115912.25,23.23,9.67,533153.17,11.1
1115963.78,23.24,9.67,533153.17,11.1
1116133.18,23.24,9.68,533195.15,11.1
1116184.71,23.25,9.68,533153.17,11.1
1116086.55,23.25,9.68,533153.17,11.11
1116138.08,23.25,9.69,533153.17,11.11
1116189.61,23.26,9.69,534418.21,11.14
1116241.14,23.26,9.7,534532.49,11.14
1116292.67,23.27,9.7,534532.26,11.14
1116452.98,23.27,9.71,534531.89,11.14
1116217.0,23.27,9.71,534531.89,11.14
1116268.53,23.28,9.71,534531.89,11.15
1116320.06,23.28,9.72,534531.89,11.15
1116480.38,23.29,9.72,534665.74,11.15
1116531.91,23.29,9.73,534778.5,11.16
1116583.44,23.3,9.73,535061.62,11.16
1116583.44,23.3,9.73,535034.41,11.16
1116347.46,23.29,9.73,534831.02,11.16
1116516.86,23.3,9.73,535889.87,11.18
1116516.86,23.3,9.73,535940.21,11.18
1116151.36,23.29,9.73,535572.88,11.18
1115876.31,23.29,9.73,535252.41,11.17
1115876.31,23.29,9.73,535216.23,11.17
1115927.84,23.3,9.73,535216.01,11.17
1116088.16,23.3,9.74,535215.63,11.17
1116105.0,23.3,9.74,535218.98,11.17
1116015.91,23.3,9.74,535218.98,11.18
1116067.44,23.31,9.74,535218.98,11.18
1116227.76,23.31,9.75,535289.83,11.18
1115991.78,23.31,9.74,535277.44,11.18
1115997.4,23.31,9.74,535320.45,11.18
1116048.93,23.32,9.75,535323.72,11.18
1116209.24,23.32,9.75,535288.56,11.18
1116260.77,23.33,9.76,535261.99,11.19
1116014.79,23.32,9.76,536482.76,11.21
1116066.32,23.33,9.76,536513.82,11.21
1116117.85,23.33,9.77,536513.59,11.22
1116272.12,23.34,9.77,536513.22,11.22
1116432.44,23.35,9.78,536513.22,11.22
1116196.46,23.34,9.78,536513.22,11.22
1116247.99,23.35,9.78,536721.3,11.23
1116247.99,23.35,9.78,536712.63,11.23
1116078.06,23.35,9.78,536537.82,11.22
1116232.32,23.35,9.79,536541.07,11.22
1116392.64,23.36,9.79,536845.83,11.23
1116444.17,23.36,9.8,537123.79,11.24
1116305.83,23.36,9.8,537798.86,11.25
1116357.36,23.37,9.8,537562.99,11.25
1116555.63,23.37,9.81,537562.4,11.25
1116721.54,23.38,9.81,537562.4,11.25
1116461.61,23.38,9.81,537572.98,11.26
1116230.04,23.37,9.81,537585.66,11.26
1116230.04,23.37,9.81,537585.66,11.26
1116281.57,23.38,9.81,537587.4,11.26
1116037.63,23.37,9.81,537572.98,11.26
1116089.16,23.38,9.81,537572.98,11.26
1116140.69,23.38,9.82,537572.98,11.26
1116140.69,23.38,9.82,537572.98,11.26
1116192.22,23.39,9.82,537572.98,11.26
1116203.45,23.39,9.82,537610.37,11.27
1116363.77,23.4,9.83,538549.44,11.29
1116415.3,23.4,9.83,538910.97,11.3
1116189.32,23.4,9.83,538612.85,11.29
1116240.85,23.4,9.84,538612.63,11.29
1116401.17,23.41,9.84,538612.26,11.29
1116188.4,23.41,9.84,538304.17,11.29
1115952.42,23.4,9.84,538304.17,11.29
1116112.74,23.41,9.84,538304.17,11.29
1116126.77,23.41,9.84,538319.53,11.29
1116281.04,23.41,9.85,538593.61,11.3
1116332.57,23.42,9.85,538534.89,11.3
1116384.1,23.43,9.86,538536.87,11.3
1116245.75,23.42,9.86,538319.53,11.3
1116297.28,23.43,9.86,539593.21,11.33
1116463.19,23.43,9.87,539611.18,11.33
1116203.26,23.43,9.86,539032.6,11.32
1116254.79,23.44,9.87,538994.1,11.32
1116254.79,23.44,9.87,538966.89,11.32
1116254.79,23.44,9.87,539013.98,11.32
1116306.32,23.44,9.87,538996.33,11.32
1116074.75,23.44,9.87,539357.99,11.33
1116126.28,23.44,9.88,539345.0,11.33
1116291.19,23.45,9.88,539652.92,11.34
1116342.72,23.45,9.89,539608.37,11.34
1116342.72,23.45,9.89,539608.72,11.34
1116249.05,23.45,9.89,539411.78,11.33
1116300.58,23.46,9.89,539342.7,11.33
1116460.9,23.46,9.9,539431.6,11.34
1116512.43,23.47,9.9,540989.97,11.37
