ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_ratio,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_q124,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-bellman_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-bellman_ratio
620114.53,15.72,2.38,227320.94,5.76
619966.06,15.72,2.38,227246.83,5.76
620251.42,15.73,2.39,227436.17,5.77
620291.4,15.74,2.39,228035.77,5.79
620060.24,15.74,2.39,227681.62,5.78
619911.77,15.74,2.39,227506.43,5.78
619763.3,15.74,2.39,227460.78,5.78
619803.53,15.74,2.4,227459.7,5.78
619803.53,15.74,2.4,227452.05,5.78
619429.7,15.73,2.39,227839.39,5.79
619281.23,15.73,2.39,227651.89,5.78
619253.05,15.74,2.39,227615.23,5.78
619253.05,15.74,2.39,227640.16,5.78
619253.05,15.74,2.39,227640.59,5.78
619104.58,15.74,2.39,227549.69,5.78
618956.11,15.74,2.39,227784.67,5.79
618807.64,15.74,2.39,227582.36,5.79
618659.17,15.74,2.39,227509.1,5.79
618699.4,15.74,2.4,227493.61,5.79
618699.4,15.74,2.4,227493.61,5.79
618550.93,15.74,2.4,227823.09,5.8
618591.16,15.75,2.4,227825.34,5.8
618751.69,15.75,2.41,227863.16,5.8
617684.21,15.76,2.42,227645.38,5.81
616616.73,15.76,2.42,227427.6,5.81
616984.18,15.77,2.43,227458.95,5.82
616835.71,15.77,2.43,227358.58,5.81
616687.24,15.77,2.43,227288.34,5.81
616727.47,15.78,2.44,227232.91,5.81
616727.47,15.78,2.44,227232.91,5.81
616579.0,15.78,2.44,227599.75,5.82
616430.53,15.78,2.44,227640.74,5.83
616206.31,15.78,2.43,227957.29,5.84
615995.23,15.77,2.43,227363.26,5.82
616024.84,15.77,2.43,227745.7,5.83
615996.67,15.78,2.43,227780.86,5.83
615996.67,15.78,2.43,227780.86,5.83
616282.03,15.79,2.44,227688.12,5.83
616322.26,15.79,2.45,227623.97,5.83
616322.26,15.79,2.45,227623.97,5.83
616173.79,15.79,2.45,227716.8,5.84
616173.79,15.79,2.45,227716.8,5.84
616214.02,15.8,2.45,227655.83,5.84
615939.1,15.79,2.45,227591.19,5.83
615790.63,15.79,2.45,227918.63,5.84
616075.99,15.8,2.46,228034.47,5.85
615927.52,15.8,2.46,228271.03,5.86
615702.25,15.8,2.45,228277.24,5.86
615674.07,15.8,2.46,228263.96,5.86
615906.18,15.81,2.46,228155.84,5.86
615946.41,15.81,2.47,228284.06,5.86
616231.77,15.82,2.48,228208.89,5.86
616083.3,15.82,2.48,228121.56,5.86
615934.83,15.82,2.48,228498.97,5.87
615975.06,15.83,2.48,228742.49,5.88
615826.59,15.83,2.48,228963.81,5.88
615798.41,15.83,2.49,228978.77,5.89
615798.41,15.83,2.49,228978.77,5.89
616030.51,15.84,2.49,228842.42,5.88
615882.04,15.84,2.49,228963.3,5.89
615733.57,15.84,2.5,228864.3,5.89
615359.74,15.83,2.49,228773.14,5.89
615211.27,15.83,2.49,228706.16,5.89
614870.69,15.82,2.48,228323.22,5.88
614570.12,15.82,2.47,228456.97,5.88
614096.53,15.82,2.48,228444.72,5.89
614096.53,15.82,2.48,228444.72,5.89
614136.76,15.83,2.48,228335.3,5.88
613988.29,15.83,2.48,228325.33,5.89
613839.82,15.83,2.48,228527.81,5.89
614018.22,15.83,2.49,228429.7,5.89
614058.45,15.84,2.49,228360.48,5.89
614058.45,15.84,2.49,228360.48,5.89
613851.58,15.83,2.49,228677.49,5.9
613891.81,15.84,2.49,228816.4,5.9
613891.81,15.84,2.49,228816.4,5.9
614177.17,15.85,2.5,229027.95,5.91
613803.34,15.84,2.5,228878.31,5.91
613775.17,15.84,2.5,228877.02,5.91
613626.69,15.84,2.5,228752.12,5.91
613478.22,15.84,2.5,228891.69,5.91
613853.37,15.85,2.51,228784.27,5.91
613704.9,15.85,2.51,228715.87,5.91
613704.9,15.85,2.51,228715.87,5.91
613577.66,15.86,2.51,229928.89,5.94
613549.48,15.86,2.52,229954.45,5.94
613401.01,15.86,2.52,229871.33,5.94
613268.17,15.86,2.51,229895.7,5.94
613119.69,15.86,2.51,229810.66,5.94
613298.09,15.87,2.52,230086.58,5.95
613338.33,15.87,2.53,229907.59,5.95
613338.33,15.87,2.53,229907.59,5.95
613189.85,15.87,2.53,229779.99,5.95
613189.85,15.87,2.53,229779.99,5.95
613052.0,15.87,2.53,230407.33,5.96
612892.91,15.87,2.53,230194.01,5.96
612864.73,15.87,2.53,230192.72,5.96
613043.13,15.88,2.54,230071.71,5.96
612894.66,15.88,2.54,230211.67,5.97
612894.66,15.88,2.54,230211.67,5.97
612597.79,15.87,2.53,229971.64,5.96
612776.19,15.88,2.54,229876.44,5.96
613061.55,15.89,2.55,229808.41,5.96
612913.08,15.89,2.55,230679.84,5.98
612764.61,15.89,2.55,230334.46,5.97
612411.39,15.88,2.54,230608.53,5.98
612441.01,15.89,2.55,230652.88,5.98
612244.14,15.88,2.54,230457.71,5.98
612215.96,15.89,2.54,230492.87,5.98
612067.49,15.89,2.54,230410.2,5.98
612352.85,15.9,2.55,230333.13,5.98
612204.38,15.9,2.55,230420.15,5.98
612055.91,15.9,2.55,230332.86,5.98
612096.14,15.9,2.56,230290.87,5.98
611821.22,15.9,2.55,230584.0,5.99
611672.75,15.9,2.55,230395.21,5.99
611712.98,15.9,2.56,230714.24,6.0
611684.8,15.9,2.56,230749.4,6.0
611477.93,15.9,2.56,230534.41,5.99
611329.46,15.9,2.56,230451.73,5.99
611180.99,15.9,2.56,230366.69,5.99
610587.11,15.9,2.56,230424.17,6.0
610627.34,15.91,2.56,230462.41,6.0
611032.99,15.92,2.58,230484.65,6.0
610807.73,15.91,2.57,230365.78,6.0
610659.26,15.91,2.57,230522.69,6.01
610944.62,15.92,2.58,230428.1,6.01
610689.56,15.92,2.58,230676.07,6.01
610689.56,15.92,2.58,230676.07,6.01
610541.09,15.92,2.58,230537.26,6.01
610826.45,15.93,2.59,230303.58,6.01
610770.98,15.93,2.59,232046.52,6.05
610742.8,15.93,2.59,232009.86,6.05
610594.33,15.94,2.59,231918.96,6.05
610438.22,15.93,2.59,231760.05,6.05
610723.58,15.94,2.6,232033.4,6.06
610575.1,15.94,2.6,231935.08,6.06
609507.63,15.95,2.6,231717.3,6.06
609359.16,15.95,2.6,231571.52,6.06
609359.16,15.95,2.6,231571.52,6.06
608995.33,15.94,2.6,232449.73,6.08
609391.7,15.95,2.61,232066.15,6.07
609363.53,15.95,2.61,232052.77,6.08
609412.48,15.96,2.62,231611.76,6.07
609412.48,15.96,2.62,231611.76,6.07
609262.41,15.96,2.62,231360.89,6.06
609113.94,15.96,2.62,231266.42,6.06
609113.94,15.96,2.62,231266.42,6.06
609399.3,15.97,2.63,231441.77,6.06
609025.47,15.96,2.62,231329.49,6.06
608877.0,15.96,2.62,231246.67,6.06
608923.0,15.96,2.62,232209.21,6.09
608774.53,15.96,2.62,232735.92,6.1
608626.06,15.96,2.62,232344.62,6.09
608579.31,15.97,2.62,232310.43,6.1
608551.13,15.97,2.63,232294.52,6.1
608551.13,15.97,2.63,232297.32,6.1
608489.64,15.97,2.63,232354.21,6.1
608489.64,15.97,2.63,232354.21,6.1
608341.17,15.97,2.63,232261.18,6.1
608192.7,15.97,2.63,232227.52,6.1
608478.06,15.98,2.64,232503.1,6.11
608478.06,15.98,2.64,232503.1,6.11
608329.59,15.98,2.64,232210.82,6.1
608369.82,15.99,2.64,232351.39,6.11
608306.77,15.99,2.65,233126.72,6.13
608135.83,15.99,2.65,232838.93,6.12
608700.57,16.01,2.66,232943.92,6.13
608552.1,16.01,2.66,232868.01,6.12
608403.63,16.01,2.66,232768.85,6.12
608374.75,16.01,2.67,232222.15,6.11
608124.56,16.01,2.66,231832.79,6.1
607928.18,16.0,2.66,231676.38,6.1
607626.96,16.0,2.65,231641.43,6.1
607667.19,16.0,2.66,231843.65,6.1
607518.72,16.0,2.66,231981.39,6.11
607370.25,16.0,2.66,231687.09,6.1
607421.1,16.01,2.66,232382.54,6.12
607262.01,16.01,2.66,232173.98,6.12
607262.01,16.01,2.66,232173.98,6.12
607667.66,16.02,2.68,232196.21,6.12
607519.19,16.02,2.68,232106.36,6.12
607370.72,16.02,2.68,232212.6,6.12
607410.95,16.02,2.68,232122.84,6.12
607262.48,16.02,2.68,232049.84,6.12
607114.01,16.02,2.68,232325.68,6.13
607154.24,16.03,2.69,232443.86,6.14
606780.41,16.02,2.68,231985.66,6.13
607065.77,16.03,2.69,232830.19,6.15
607037.6,16.03,2.69,232845.15,6.15
606673.76,16.03,2.68,232428.32,6.14
606525.29,16.03,2.68,232310.46,6.14
606794.52,16.04,2.69,232431.17,6.14
606646.05,16.04,2.69,232290.05,6.14
606497.58,16.04,2.69,232252.1,6.14
606338.88,16.03,2.69,232093.81,6.14
606190.41,16.03,2.69,232656.24,6.15
606190.41,16.03,2.69,232656.24,6.15
605874.92,16.03,2.68,232339.64,6.15
605587.22,16.02,2.68,231980.54,6.14
605638.07,16.03,2.68,231802.91,6.13
605478.98,16.03,2.68,232039.59,6.14
605450.8,16.03,2.69,232022.61,6.14
605450.8,16.03,2.69,232022.61,6.14
605450.8,16.03,2.69,232022.87,6.14
605302.33,16.03,2.69,231912.3,6.14
605302.33,16.03,2.69,231912.3,6.14
605587.69,16.04,2.7,232104.54,6.15
605439.22,16.04,2.7,231951.04,6.14
605290.75,16.04,2.7,232083.36,6.15
605330.98,16.04,2.7,231887.87,6.15
605267.93,16.05,2.7,232078.54,6.15
605088.96,16.05,2.7,232517.79,6.17
605249.48,16.05,2.71,232555.6,6.17
604972.03,16.05,2.7,232259.9,6.16
604721.84,16.05,2.7,231393.12,6.14
604471.65,16.04,2.7,230993.65,6.13
604323.18,16.04,2.7,230905.97,6.13
604174.71,16.04,2.7,230816.09,6.13
604026.24,16.04,2.7,230944.55,6.13
602958.76,16.05,2.71,230726.77,6.14
602810.29,16.05,2.71,230628.91,6.14
602336.7,16.05,2.71,230567.31,6.15
602376.93,16.06,2.72,230494.46,6.14
602555.33,16.07,2.72,231219.31,6.17
602555.33,16.07,2.72,231205.48,6.16
602595.56,16.07,2.73,231316.55,6.17
602447.09,16.07,2.73,231257.07,6.17
602298.62,16.07,2.73,231190.45,6.17
602150.15,16.07,2.73,231347.52,6.17
602150.15,16.07,2.73,231347.52,6.17
602001.68,16.07,2.73,231160.37,6.17
601973.5,16.08,2.73,231195.53,6.17
601973.5,16.08,2.73,231195.53,6.17
601680.73,16.07,2.73,230915.01,6.17
601680.73,16.07,2.73,230915.01,6.17
601949.96,16.08,2.74,230769.1,6.16
601801.49,16.08,2.74,230886.98,6.17
601653.02,16.08,2.74,230804.53,6.17
601361.22,16.07,2.73,230502.48,6.16
601212.75,16.07,2.73,230421.93,6.16
601064.28,16.07,2.73,230663.43,6.17
601242.68,16.08,2.74,230784.19,6.17
601094.21,16.08,2.74,231132.08,6.18
601508.04,16.09,2.75,231126.75,6.18
601136.03,16.09,2.74,231020.62,6.18
600987.56,16.09,2.74,231179.42,6.19
600765.22,16.08,2.74,230955.25,6.18
600616.75,16.08,2.74,230834.4,6.18
600279.04,16.08,2.73,230432.33,6.17
600130.57,16.08,2.73,230349.27,6.17
600013.94,16.08,2.73,231814.79,6.21
600235.43,16.09,2.74,230744.46,6.18
600207.25,16.09,2.75,230759.42,6.19
600058.78,16.09,2.75,230661.02,6.18
600344.14,16.1,2.76,230609.84,6.18
600195.67,16.1,2.76,230793.07,6.19
600047.2,16.1,2.76,230811.03,6.19
600300.53,16.11,2.77,231873.0,6.22
600272.35,16.11,2.77,231871.71,6.22
599204.88,16.12,2.77,231653.93,6.23
599056.41,16.12,2.78,231537.98,6.23
598907.94,16.12,2.78,231794.51,6.24
598907.94,16.12,2.78,231809.83,6.24
598748.85,16.12,2.78,231290.99,6.23
598451.98,16.11,2.77,230957.12,6.22
598481.6,16.12,2.77,230945.23,6.22
598333.13,16.12,2.77,230762.94,6.22
598184.66,16.12,2.77,230694.32,6.22
598184.66,16.12,2.77,230694.32,6.22
598028.55,16.11,2.77,230553.34,6.21
597901.3,16.11,2.77,231156.73,6.23
597901.3,16.11,2.77,231156.73,6.23
597742.22,16.11,2.77,230635.48,6.22
596674.74,16.12,2.78,230417.71,6.23
596515.66,16.12,2.78,230229.41,6.22
596515.66,16.12,2.78,230229.41,6.22
596487.48,16.12,2.78,230204.78,6.22
596527.71,16.13,2.79,230119.72,6.22
596379.24,16.13,2.79,230238.39,6.23
596082.37,16.12,2.78,229988.43,6.22
595933.9,16.12,2.78,229856.52,6.22
595785.43,16.12,2.78,229812.43,6.22
595785.43,16.12,2.78,229812.43,6.22
595636.96,16.12,2.78,229806.27,6.22
595372.37,16.12,2.77,229751.37,6.22
595657.73,16.13,2.78,230316.13,6.24
594590.25,16.13,2.79,230098.35,6.24
594441.78,16.13,2.79,230018.89,6.24
594546.21,16.14,2.8,229811.5,6.24
594501.02,16.14,2.8,230399.57,6.26
594472.84,16.15,2.8,230407.1,6.26
594324.37,16.15,2.8,230290.64,6.26
594324.37,16.15,2.8,230290.64,6.26
594033.8,16.14,2.8,229977.27,6.25
594033.8,16.14,2.8,229977.27,6.25
593885.33,16.14,2.8,230066.8,6.25
593736.85,16.14,2.8,229981.87,6.25
593588.38,16.14,2.8,229917.88,6.25
593214.55,16.13,2.79,229636.28,6.25
593055.85,16.13,2.79,229477.37,6.24
592907.38,16.13,2.79,229562.19,6.25
592758.91,16.13,2.79,229515.13,6.25
592799.14,16.14,2.79,229591.26,6.25
592770.96,16.14,2.8,229606.21,6.25
592811.19,16.14,2.8,229534.04,6.25
592851.43,16.15,2.8,229454.37,6.25
592702.96,16.15,2.81,229555.37,6.25
592702.96,16.15,2.81,229555.37,6.25
592293.14,16.14,2.8,229123.59,6.24
592144.67,16.14,2.8,229075.93,6.24
592323.07,16.15,2.8,228982.75,6.24
592363.3,16.15,2.81,229884.62,6.27
592214.83,16.15,2.81,229822.62,6.27
592056.13,16.15,2.81,229663.92,6.26
592461.78,16.16,2.82,229687.26,6.27
592461.78,16.16,2.82,229687.26,6.27
591394.3,16.17,2.82,229469.48,6.27
591572.7,16.18,2.83,229343.89,6.27
591572.7,16.18,2.83,229343.89,6.27
591424.23,16.18,2.83,229487.46,6.28
591275.76,16.18,2.83,229409.12,6.28
591275.76,16.18,2.83,229409.12,6.28
591054.06,16.17,2.83,229212.72,6.27
591094.29,16.18,2.83,229149.78,6.27
590945.82,16.18,2.83,229095.1,6.27
590797.35,16.18,2.83,229961.11,6.3
590434.14,16.17,2.83,229570.59,6.29
590299.48,16.17,2.83,229631.97,6.29
590775.28,16.18,2.84,229603.06,6.29
590626.81,16.18,2.84,229693.7,6.29
590626.81,16.18,2.84,229693.7,6.29
590478.34,16.19,2.84,229590.81,6.29
590329.87,16.19,2.84,229503.59,6.29
590181.4,16.19,2.84,229569.38,6.3
590025.29,16.18,2.84,229413.81,6.29
590203.69,16.19,2.85,229339.1,6.29
590055.22,16.19,2.85,229288.4,6.29
590055.22,16.19,2.85,229288.4,6.29
589906.75,16.19,2.85,230131.04,6.32
589878.57,16.19,2.85,230146.0,6.32
589730.1,16.2,2.85,230051.22,6.32
589388.2,16.19,2.84,229659.74,6.31
589673.56,16.2,2.85,229604.94,6.31
589525.09,16.2,2.85,229711.09,6.31
589525.09,16.2,2.85,229711.09,6.31
589376.62,16.2,2.85,229576.59,6.31
589228.15,16.2,2.86,229559.83,6.31
589079.68,16.2,2.86,229964.51,6.32
588920.98,16.2,2.85,229806.28,6.32
588920.98,16.2,2.85,229803.44,6.32
589190.21,16.21,2.86,230068.04,6.33
589162.03,16.21,2.87,230093.6,6.33
588788.2,16.2,2.86,229869.5,6.33
588788.2,16.2,2.86,229869.5,6.33
588639.73,16.2,2.86,229770.93,6.32
588491.26,16.2,2.86,229701.34,6.32
588491.26,16.2,2.86,229723.15,6.32
588153.55,16.19,2.85,229379.92,6.32
588005.08,16.19,2.85,229582.17,6.32
587856.61,16.19,2.85,229475.24,6.32
587896.84,16.2,2.86,229337.67,6.32
587748.37,16.2,2.86,229627.26,6.33
587551.5,16.2,2.85,229445.03,6.32
587551.5,16.2,2.85,229445.03,6.32
587403.03,16.2,2.85,229310.57,6.32
586335.56,16.2,2.86,229092.79,6.33
586307.38,16.21,2.86,229075.8,6.33
586158.91,16.21,2.86,228965.23,6.33
586199.14,16.21,2.87,229096.95,6.34
586431.24,16.22,2.88,228989.61,6.33
586724.79,16.23,2.89,229102.99,6.34
586362.77,16.22,2.88,228969.58,6.33
586214.3,16.22,2.88,228915.31,6.33
586254.53,16.23,2.88,229746.94,6.36
586106.06,16.23,2.88,229636.08,6.36
586077.88,16.23,2.89,229661.64,6.36
585929.41,16.23,2.89,229552.64,6.36
585929.41,16.23,2.89,229530.83,6.36
585929.41,16.23,2.89,229554.23,6.36
585780.94,16.23,2.89,229681.15,6.36
585632.47,16.23,2.89,229570.32,6.36
585484.0,16.23,2.89,229588.98,6.37
585484.0,16.23,2.89,229572.54,6.37
585335.53,16.23,2.89,229768.76,6.37
585187.06,16.23,2.89,229547.66,6.37
585227.29,16.24,2.9,229573.77,6.37
585199.11,16.24,2.9,229581.3,6.37
585239.35,16.25,2.9,229509.72,6.37
585239.35,16.25,2.9,229528.08,6.37
585524.71,16.26,2.91,229460.36,6.37
585195.74,16.25,2.91,229139.42,6.36
585047.27,16.25,2.91,229374.67,6.37
584888.57,16.25,2.9,229215.76,6.37
584514.74,16.24,2.89,229060.61,6.36
584366.27,16.24,2.89,228943.38,6.36
584565.89,16.25,2.9,229935.93,6.39
584565.89,16.25,2.9,229935.93,6.39
584595.51,16.25,2.91,229711.3,6.39
584436.43,16.25,2.91,229613.83,6.38
584842.08,16.26,2.92,229636.07,6.39
584468.25,16.26,2.91,229524.71,6.38
584276.38,16.25,2.91,229412.35,6.38
584127.91,16.25,2.91,229557.15,6.39
584127.91,16.25,2.91,229557.15,6.39
583979.44,16.25,2.91,229474.31,6.39
583830.97,16.25,2.91,229422.1,6.39
583682.49,16.25,2.91,229329.71,6.39
583534.02,16.25,2.91,229549.93,6.39
583385.55,16.25,2.91,229464.45,6.39
583425.78,16.26,2.92,229507.79,6.4
583397.61,16.26,2.92,229515.32,6.4
583249.14,16.26,2.92,229398.86,6.4
582952.27,16.26,2.91,229148.44,6.39
582803.79,16.26,2.91,229324.88,6.4
582844.03,16.26,2.92,229198.82,6.39
582695.56,16.26,2.92,229163.42,6.4
582980.92,16.27,2.93,229180.17,6.4
582628.31,16.26,2.92,230018.14,6.42
582600.14,16.27,2.92,229981.48,6.42
582451.66,16.27,2.93,229890.59,6.42
582303.19,16.27,2.93,230069.05,6.43
582303.19,16.27,2.93,230069.05,6.43
582154.72,16.27,2.93,230064.78,6.43
582599.17,16.28,2.94,229857.05,6.42
582471.93,16.28,2.94,230884.03,6.45
582403.95,16.29,2.94,230808.64,6.45
582330.84,16.29,2.95,230570.37,6.45
582392.68,16.29,2.95,230264.32,6.44
582392.68,16.29,2.95,230264.32,6.44
581325.2,16.3,2.96,230056.59,6.45
581726.82,16.31,2.97,230231.57,6.46
581698.64,16.32,2.97,230215.67,6.46
581550.17,16.32,2.97,230104.01,6.46
581401.7,16.32,2.97,230299.07,6.46
581253.23,16.32,2.98,230364.72,6.47
581253.23,16.32,2.98,230364.72,6.47
581233.26,16.32,2.98,231784.08,6.51
581136.22,16.32,2.98,230929.34,6.49
580977.51,16.32,2.98,230779.31,6.48
580686.01,16.31,2.97,230675.99,6.48
580467.19,16.31,2.97,230451.82,6.48
580627.71,16.32,2.97,230489.64,6.48
580479.24,16.32,2.97,230376.05,6.48
580479.24,16.32,2.97,230376.08,6.48
580330.77,16.32,2.98,230456.65,6.48
580182.3,16.32,2.98,230365.88,6.48
580182.3,16.32,2.98,230365.88,6.48
580475.84,16.33,2.99,230290.16,6.48
580475.84,16.33,2.99,230256.77,6.48
580327.37,16.33,2.99,230553.34,6.49
580327.37,16.33,2.99,230598.54,6.49
579955.36,16.32,2.98,230392.48,6.48
580240.72,16.33,2.99,230338.39,6.48
580240.72,16.33,2.99,230339.3,6.48
580240.72,16.33,2.99,230307.12,6.48
580189.71,16.33,2.99,231004.61,6.5
580189.71,16.33,2.99,231043.3,6.5
580161.53,16.34,3.0,231068.86,6.51
580013.06,16.34,3.0,230974.81,6.51
580053.29,16.34,3.0,230903.56,6.51
580231.69,16.35,3.01,231058.35,6.51
580271.93,16.36,3.01,230953.93,6.51
580312.16,16.36,3.02,230898.61,6.51
580015.29,16.35,3.01,230864.61,6.51
579866.82,16.36,3.01,231518.17,6.53
580152.18,16.37,3.02,231779.81,6.54
580124.0,16.37,3.03,231794.77,6.54
579975.53,16.37,3.03,231664.68,6.54
579827.06,16.37,3.03,231743.43,6.54
579678.59,16.37,3.03,231653.27,6.54
579530.11,16.37,3.03,231774.18,6.55
579794.18,16.38,3.04,232769.71,6.58
579420.35,16.37,3.03,232424.96,6.57
579460.33,16.38,3.03,232032.98,6.56
579460.33,16.38,3.03,232032.98,6.56
579644.15,16.39,3.04,232113.09,6.56
579644.15,16.39,3.04,232151.37,6.56
579615.97,16.39,3.05,232150.08,6.56
578548.49,16.4,3.05,231932.3,6.57
578400.02,16.4,3.05,231807.59,6.57
578685.38,16.41,3.06,232067.06,6.58
578536.91,16.41,3.06,231999.73,6.58
578577.14,16.41,3.07,231793.32,6.58
578428.67,16.41,3.07,232571.21,6.6
578365.62,16.42,3.07,231972.27,6.58
578229.2,16.42,3.07,232435.82,6.6
578389.72,16.42,3.08,232473.63,6.6
578241.25,16.43,3.08,232385.96,6.6
578281.48,16.43,3.09,232308.03,6.6
578281.48,16.43,3.09,232308.03,6.6
578133.01,16.43,3.09,232390.24,6.6
577984.54,16.43,3.09,232318.43,6.6
578269.9,16.44,3.1,232283.96,6.6
578121.43,16.44,3.1,232919.51,6.62
577972.96,16.44,3.1,232905.21,6.63
577722.77,16.44,3.1,232202.21,6.61
577824.01,16.45,3.1,232172.49,6.61
577824.01,16.45,3.1,232172.49,6.61
577450.18,16.44,3.09,231923.63,6.6
577450.18,16.44,3.09,231923.63,6.6
577422.0,16.44,3.1,231910.25,6.6
576354.53,16.45,3.1,231692.47,6.61
576586.63,16.46,3.11,231585.23,6.61
576586.63,16.46,3.11,231585.23,6.61
576438.16,16.46,3.11,231739.58,6.62
576289.69,16.46,3.12,231615.71,6.61
576141.22,16.46,3.12,231541.7,6.61
576181.45,16.46,3.12,231926.71,6.63
576032.98,16.46,3.12,231771.53,6.62
575830.2,16.46,3.12,231618.41,6.62
576062.31,16.47,3.13,232303.23,6.64
576222.83,16.48,3.13,232341.05,6.64
576508.19,16.49,3.14,232250.9,6.64
576359.72,16.49,3.15,232500.61,6.65
575985.89,16.48,3.14,232298.07,6.65
576026.12,16.48,3.14,232185.28,6.64
576026.12,16.48,3.14,232185.28,6.64
575877.65,16.49,3.14,232144.67,6.65
575627.46,16.48,3.14,231205.48,6.62
575478.99,16.48,3.14,232026.74,6.65
575478.99,16.48,3.14,232026.74,6.65
575005.4,16.49,3.15,232014.49,6.65
574856.93,16.49,3.15,231938.71,6.65
574748.22,16.49,3.14,231830.21,6.65
574610.37,16.49,3.14,231436.65,6.64
574451.28,16.49,3.14,231376.45,6.64
574160.78,16.48,3.14,231073.77,6.63
574012.31,16.48,3.14,230986.95,6.63
573863.84,16.48,3.14,231123.54,6.64
573715.37,16.48,3.14,230944.02,6.63
573687.19,16.49,3.14,230958.98,6.64
573972.55,16.5,3.15,230869.96,6.64
573824.08,16.5,3.15,231059.63,6.64
573824.08,16.5,3.15,231059.63,6.64
573864.31,16.5,3.16,230964.85,6.64
573662.51,16.5,3.15,230645.09,6.63
573371.94,16.49,3.15,230451.5,6.63
573371.94,16.49,3.15,230451.5,6.63
573223.47,16.49,3.15,230282.18,6.62
573074.99,16.49,3.15,230726.28,6.64
573115.23,16.5,3.15,230781.61,6.64
572752.01,16.49,3.14,230302.6,6.63
572781.63,16.49,3.15,230840.8,6.65
572942.15,16.5,3.16,230878.62,6.65
572793.68,16.5,3.16,230790.94,6.65
572972.08,16.51,3.17,230706.33,6.65
572823.61,16.51,3.17,230855.86,6.65
572675.14,16.51,3.17,230795.14,6.65
572526.67,16.51,3.17,230680.29,6.65
572378.2,16.51,3.17,231217.0,6.67
572378.2,16.51,3.17,231217.0,6.67
572229.73,16.51,3.17,231098.62,6.67
572201.55,16.52,3.17,231106.15,6.67
572053.08,16.52,3.17,231012.4,6.67
572322.31,16.53,3.18,231103.34,6.67
572173.84,16.53,3.18,230998.3,6.67
572025.37,16.53,3.18,230932.72,6.67
571876.9,16.53,3.19,231305.25,6.69
572162.26,16.54,3.2,231394.29,6.69
572202.49,16.54,3.2,231725.3,6.7
572174.31,16.55,3.2,231700.67,6.7
571106.84,16.56,3.21,231482.89,6.71
570733.0,16.55,3.2,231312.15,6.71
570436.13,16.54,3.2,231054.9,6.7
570138.43,16.53,3.19,230750.03,6.69
570582.88,16.55,3.2,230658.68,6.69
570434.41,16.55,3.2,230800.35,6.7
570474.64,16.55,3.21,230716.39,6.69
570001.72,16.54,3.2,230634.15,6.69
568934.25,16.55,3.21,230416.37,6.7
568785.78,16.55,3.21,230605.93,6.71
569062.95,16.56,3.22,230865.05,6.72
568999.9,16.56,3.22,230719.27,6.72
568819.89,16.56,3.22,231144.82,6.73
569225.54,16.58,3.23,231167.05,6.73
569265.77,16.58,3.24,231090.08,6.73
568987.54,16.58,3.23,230794.38,6.72
568839.07,16.58,3.23,230878.01,6.73
568690.6,16.58,3.23,230826.77,6.73
568542.13,16.58,3.23,230748.72,6.73
568582.36,16.58,3.24,230685.33,6.73
568433.89,16.58,3.24,230660.05,6.73
568291.76,16.58,3.24,231365.61,6.75
568143.29,16.58,3.24,231269.0,6.75
568143.29,16.58,3.24,231269.0,6.75
568115.11,16.58,3.24,231232.34,6.75
567903.41,16.58,3.24,231051.82,6.75
567754.94,16.58,3.24,230960.92,6.74
567606.47,16.58,3.24,231314.42,6.76
567646.7,16.59,3.24,230953.75,6.75
567498.23,16.59,3.24,231406.76,6.76
567804.82,16.6,3.25,231263.92,6.76
567776.64,16.6,3.26,231278.88,6.76
567628.17,16.6,3.26,231161.02,6.76
567690.01,16.61,3.26,230974.4,6.76
567553.62,16.61,3.26,231653.51,6.78
567405.15,16.61,3.26,231786.58,6.78
567256.68,16.61,3.27,231671.62,6.78
567108.21,16.61,3.27,231693.67,6.79
566980.96,16.61,3.27,232224.86,6.8
567335.06,16.62,3.28,232229.24,6.8
567335.06,16.62,3.28,232207.44,6.8
567192.79,16.62,3.28,232046.83,6.8
566776.64,16.61,3.27,231611.12,6.79
566748.46,16.62,3.27,231551.07,6.79
566599.99,16.62,3.28,231779.51,6.8
566885.35,16.63,3.29,231665.58,6.8
566736.88,16.63,3.29,231531.89,6.79
566588.41,16.63,3.29,231592.53,6.8
566628.64,16.64,3.29,232390.42,6.82
566628.64,16.64,3.29,232412.64,6.82
566927.33,16.65,3.3,232415.97,6.82
566778.86,16.65,3.3,232290.35,6.82
566778.86,16.65,3.3,232277.37,6.82
566490.7,16.64,3.3,232157.83,6.82
