ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d2df-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1054,5428,1276310,6212,1276310
1054,5428,1277120,6212,1277120
1054,5428,1277930,6212,1277930
1054,5428,1277930,6212,1277930
1054,5428,1278580,6212,1278580
1054,5428,1278580,6212,1278580
1055,5436,1279390,6212,1279390
1055,5436,1279860,6212,1279860
1055,5436,1280330,6212,1280330
1055,5436,1280800,6212,1280800
1055,5436,1281610,6212,1281610
1055,5436,1282200,6212,1282200
1055,5436,1282670,6212,1282670
1056,5438,1283320,6212,1283320
1056,5438,1283790,6212,1283790
1056,5438,1284790,6212,1284790
1056,5438,1285060,6212,1285060
1056,5438,1285870,6212,1285870
1057,5442,1286340,6212,1286340
1057,5442,1286810,6212,1286810
1058,5444,1286810,6212,1286810
1058,5444,1287620,6212,1287620
1058,5444,1288090,6212,1288090
1058,5444,1288560,6212,1288560
1058,5444,1288790,6212,1288790
1058,5444,1289260,6212,1289260
1059,5452,1290070,6212,1290070
1059,5452,1290540,6212,1290540
1059,5452,1291540,6212,1291540
1060,5460,1291540,6212,1291540
1060,5460,1291540,6212,1291540
1060,5460,1291860,6212,1291860
1060,5460,1291860,6212,1291860
1060,5460,1292860,6212,1292860
1061,5468,1292860,6212,1292860
1061,5468,1293670,6212,1293670
1061,5468,1294320,6212,1294320
1061,5468,1294550,6212,1294550
1061,5468,1294870,6212,1294870
1061,5468,1295340,6212,1295340
1061,5468,1295810,6212,1295810
1061,5468,1296620,6212,1296620
1061,5468,1296780,6212,1296780
1061,5468,1297590,6212,1297590
1062,5476,1297910,6212,1297910
1063,5478,1298380,6212,1298380
1063,5478,1298380,6212,1298380
1063,5478,1298700,6212,1298700
1063,5478,1298930,6212,1298930
1063,5478,1299740,6212,1299740
1064,5480,1300740,6212,1300740
1064,5480,1301210,6212,1301210
1065,5488,1301210,6212,1301210
1065,5488,1301210,6212,1301210
1065,5488,1301860,6212,1301860
1065,5488,1302180,6212,1302180
1065,5488,1302500,6212,1302500
1065,5488,1302970,6212,1302970
1065,5488,1303780,6212,1303780
1065,5488,1304250,6212,1304250
1066,5489,1305060,6212,1305060
1066,5489,1305060,6212,1305060
1067,5491,1305870,6212,1305870
1067,5491,1306870,6212,1306870
1067,5491,1307340,6212,1307340
1068,5493,1307340,6212,1307340
1068,5493,1307610,6212,1307610
1068,5493,1307610,6212,1307610
1068,5493,1308420,6212,1308420
1068,5493,1309230,6212,1309230
1068,5493,1310040,6212,1310040
1069,5501,1311040,6212,1311040
1069,5501,1311040,6212,1311040
1069,5501,1311590,6212,1311590
1069,5501,1312240,6212,1312240
1069,5501,1312470,6212,1312470
1069,5501,1313280,6212,1313280
1069,5501,1313600,6212,1313600
1070,5509,1313920,6212,1313920
1070,5509,1314730,6212,1314730
1070,5509,1315540,6212,1315540
1070,5509,1315540,6212,1315540
1070,5509,1316350,6212,1316350
1070,5509,1316820,6212,1316820
1070,5509,1317290,6212,1317290
1070,5509,1317400,6212,1317400
1070,5509,1317870,6212,1317870
1070,5509,1317870,6212,1317870
1070,5509,1318680,6212,1318680
1071,5517,1318910,6212,1318910
1072,5519,1319910,6212,1319910
1072,5519,1320230,6212,1320230
1072,5519,1320230,6212,1320230
1072,5519,1321230,6212,1321230
1072,5519,1321780,6212,1321780
1072,5519,1322780,6212,1322780
1072,5519,1323150,6212,1323150
1073,5521,1323740,6212,1323740
1073,5521,1324200,6212,1324200
1073,5521,1324200,6212,1324200
1073,5521,1324570,6212,1324570
1073,5521,1325040,6212,1325040
1073,5521,1325510,6212,1325510
1073,5521,1325980,6212,1325980
1074,5529,1326980,6212,1326980
1074,5529,1327300,6212,1327300
1074,5529,1328110,6212,1328110
1074,5529,1328110,6212,1328110
1074,5529,1328430,6212,1328430
1074,5529,1328900,6212,1328900
1074,5529,1329360,6212,1329360
1074,5529,1330360,6212,1330360
1074,5529,1330680,6212,1330680
1074,5529,1331150,6212,1331150
1074,5529,1331960,6212,1331960
1074,5529,1332550,6212,1332550
1074,5529,1333020,6212,1333020
1074,5529,1333340,6212,1333340
1074,5529,1333810,6212,1333810
1074,5529,1334460,6212,1334460
1074,5529,1334680,6212,1334680
1074,5529,1334680,6212,1334680
1075,5531,1335150,6212,1335150
1075,5531,1335620,6212,1335620
1075,5531,1335850,6212,1335850
1075,5531,1336850,6212,1336850
1076,5539,1337330,6212,1337330
1076,5539,1338140,6212,1338140
1076,5539,1338950,6212,1338950
1076,5539,1339420,6212,1339420
1076,5539,1339420,6212,1339420
1076,5539,1340230,6212,1340230
1076,5539,1341230,6212,1341230
1076,5539,1341880,6212,1341880
1076,5539,1342110,6212,1342110
1076,5539,1342580,6212,1342580
1076,5539,1342720,6212,1342720
1076,5539,1343180,6212,1343180
1077,5547,1343990,6212,1343990
1077,5547,1344460,6212,1344460
1077,5547,1344460,6212,1344460
1077,5547,1344930,6212,1344930
1077,5547,1345580,6212,1345580
1077,5547,1345580,6212,1345580
1077,5547,1345580,6212,1345580
1078,5549,1346580,6212,1346580
1078,5549,1346900,6212,1346900
1078,5549,1347370,6212,1347370
1079,5557,1348180,6212,1348180
1079,5557,1348990,6212,1348990
1079,5557,1349460,6212,1349460
1079,5557,1350270,6212,1350270
1079,5557,1350270,6212,1350270
1079,5557,1350740,6212,1350740
1079,5557,1351550,6212,1351550
1079,5557,1352020,6212,1352020
1079,5557,1352830,6212,1352830
1079,5557,1353300,6212,1353300
1079,5557,1353300,6212,1353300
1079,5557,1353770,6212,1353770
1079,5557,1353770,6212,1353770
1079,5557,1354240,6212,1354240
1080,5559,1354700,6212,1354700
1080,5559,1355160,6212,1355160
1080,5559,1355160,6212,1355160
1080,5559,1355630,6212,1355630
1080,5559,1356100,6212,1356100
1081,5561,1357100,6212,1357100
1081,5561,1357910,6212,1357910
1082,5565,1358720,6212,1358720
1082,5565,1359720,6212,1359720
1082,5565,1360530,6212,1360530
1082,5565,1361340,6212,1361340
1082,5565,1362150,6212,1362150
1082,5565,1362960,6212,1362960
1082,5565,1363770,6212,1363770
1082,5565,1364090,6212,1364090
1082,5565,1364900,6212,1364900
1082,5565,1365710,6212,1365710
1082,5565,1366520,6212,1366520
1082,5565,1367330,6212,1367330
1082,5565,1367650,6212,1367650
1082,5565,1368200,6212,1368200
1082,5565,1368660,6212,1368660
1082,5565,1369130,6212,1369130
1083,5567,1369600,6212,1369600
1083,5567,1369600,6212,1369600
1083,5567,1369710,6212,1369710
1084,5575,1370520,6212,1370520
1084,5575,1371330,6212,1371330
1084,5575,1371550,6212,1371550
1084,5575,1372360,6212,1372360
1084,5575,1373010,6212,1373010
1084,5575,1374010,6212,1374010
1084,5575,1374010,6212,1374010
1084,5575,1374480,6212,1374480
1084,5575,1374950,6212,1374950
1084,5575,1374950,6212,1374950
1084,5575,1375270,6212,1375270
1084,5575,1375920,6212,1375920
1084,5575,1376730,6212,1376730
1084,5575,1377200,6212,1377200
1084,5575,1377200,6212,1377200
1084,5575,1377200,6212,1377200
1084,5575,1377670,6212,1377670
1084,5575,1377990,6212,1377990
1084,5575,1378640,6212,1378640
1084,5575,1379110,6212,1379110
1084,5575,1380110,6212,1380110
1084,5575,1380580,6212,1380580
1084,5575,1381050,6212,1381050
1085,5577,1381860,6212,1381860
1085,5577,1382670,6212,1382670
1085,5577,1383480,6212,1383480
1085,5577,1383950,6212,1383950
1085,5577,1384760,6212,1384760
1085,5577,1385760,6212,1385760
1085,5577,1386230,6212,1386230
1085,5577,1387040,6212,1387040
1085,5577,1387850,6212,1387850
1086,5585,1388660,6212,1388660
1086,5585,1389470,6212,1389470
1086,5585,1389470,6212,1389470
1087,5593,1389790,6212,1389790
1087,5593,1390600,6212,1390600
1087,5593,1391070,6212,1391070
1087,5593,1391390,6212,1391390
1087,5593,1391710,6212,1391710
1087,5593,1392180,6212,1392180
1087,5593,1392640,6212,1392640
1087,5593,1393110,6212,1393110
1087,5593,1397110,6212,1397110
1088,5595,1397920,6212,1397920
1088,5595,1398570,6212,1398570
1088,5595,1399380,6212,1399380
1088,5595,1399850,6212,1399850
1088,5595,1400320,6212,1400320
1088,5595,1401320,6212,1401320
1088,5595,1401870,6212,1401870
1088,5595,1402340,6212,1402340
1088,5595,1402570,6212,1402570
1088,5595,1403220,6212,1403220
1088,5595,1404220,6212,1404220
1088,5595,1404770,6212,1404770
1088,5595,1405580,6212,1405580
1088,5595,1406580,6212,1406580
1088,5595,1407390,6212,1407390
1088,5595,1407760,6212,1407760
1089,5603,1407760,6212,1407760
1089,5603,1408230,6212,1408230
1089,5603,1409230,6212,1409230
1089,5603,1409700,6212,1409700
1089,5603,1410250,6212,1410250
1089,5603,1411060,6212,1411060
1089,5603,1411870,6212,1411870
1089,5603,1412330,6212,1412330
1090,5604,1413140,6212,1413140
1090,5604,1413610,6212,1413610
1090,5604,1414260,6212,1414260
1090,5604,1415070,6212,1415070
1090,5604,1415660,6212,1415660
1090,5604,1416660,6212,1416660
1090,5604,1417130,6212,1417130
1090,5604,1418130,6212,1418130
1090,5604,1418600,6212,1418600
1091,5606,1419410,6212,1419410
1091,5606,1419730,6212,1419730
1091,5606,1420540,6212,1420540
1091,5606,1420540,6212,1420540
1091,5606,1421350,6212,1421350
1092,5608,1422160,6212,1422160
1093,5616,1422630,6212,1422630
1093,5616,1423440,6212,1423440
1093,5616,1424250,6212,1424250
1093,5616,1425060,6212,1425060
1094,5618,1425870,6212,1425870
1094,5618,1426190,6212,1426190
1094,5618,1426510,6212,1426510
1094,5618,1426980,6212,1426980
1094,5618,1427790,6212,1427790
1094,5618,1428790,6212,1428790
1094,5618,1429600,6212,1429600
1094,5618,1429830,6212,1429830
1094,5618,1430640,6212,1430640
1094,5618,1431450,6212,1431450
1094,5618,1431920,6212,1431920
1094,5618,1432150,6212,1432150
1094,5618,1432150,6212,1432150
1094,5618,1432960,6212,1432960
1094,5618,1432960,6212,1432960
1094,5618,1433770,6212,1433770
1094,5618,1434420,6212,1434420
1095,5626,1435420,6212,1435420
1095,5626,1435900,6212,1435900
1095,5626,1436900,6212,1436900
1095,5626,1437270,6212,1437270
1095,5626,1437270,6212,1437270
1095,5626,1438080,6212,1438080
1096,5628,1439080,6212,1439080
1096,5628,1439080,6212,1439080
1096,5628,1440080,6212,1440080
1096,5628,1440540,6212,1440540
1096,5628,1440860,6212,1440860
1096,5628,1441330,6212,1441330
1096,5628,1441800,6212,1441800
1096,5628,1442610,6212,1442610
1096,5628,1443420,6212,1443420
1096,5628,1443970,6212,1443970
1096,5628,1444560,6212,1444560
1096,5628,1445370,6212,1445370
1096,5628,1445690,6212,1445690
1096,5628,1446500,6212,1446500
1096,5628,1446820,6212,1446820
1097,5630,1447820,6212,1447820
1097,5630,1447930,6212,1447930
1097,5630,1447930,6212,1447930
1097,5630,1448580,6212,1448580
1097,5630,1449390,6212,1449390
1097,5630,1449610,6212,1449610
1097,5630,1450080,6212,1450080
1097,5630,1450080,6212,1450080
1097,5630,1450550,6212,1450550
1097,5630,1451360,6212,1451360
1098,5638,1451590,6212,1451590
1098,5638,1452050,6212,1452050
1098,5638,1452520,6212,1452520
1098,5638,1452520,6212,1452520
1098,5638,1452740,6212,1452740
1098,5638,1453060,6212,1453060
1099,5640,1453430,6212,1453430
1099,5640,1453750,6212,1453750
1100,5648,1454220,6212,1454220
1100,5648,1454690,6212,1454690
1100,5648,1455340,6212,1455340
1100,5648,1455810,6212,1455810
1100,5648,1456280,6212,1456280
1100,5648,1457280,6212,1457280
1100,5648,1458090,6212,1458090
1100,5648,1458560,6212,1458560
1100,5648,1458930,6212,1458930
1100,5648,1459400,6212,1459400
1100,5648,1459870,6212,1459870
1100,5648,1460680,6212,1460680
1100,5648,1461150,6212,1461150
1101,5656,1461470,6212,1461470
1101,5656,1462280,6212,1462280
1102,5660,1462280,6212,1462280
1102,5660,1462650,6212,1462650
1102,5660,1463300,6212,1463300
1102,5660,1463770,6212,1463770
1102,5660,1463770,6212,1463770
1102,5660,1464580,6212,1464580
1102,5660,1465050,6212,1465050
1102,5660,1465700,6212,1465700
1102,5660,1466350,6212,1466350
1102,5660,1467160,6212,1467160
1102,5660,1467630,6212,1467630
1102,5660,1467950,6212,1467950
1102,5660,1468760,6212,1468760
1102,5660,1469230,6212,1469230
1102,5660,1469390,6212,1469390
1102,5660,1469390,6212,1469390
1102,5660,1469860,6212,1469860
1102,5660,1470330,6212,1470330
1102,5660,1470490,6212,1470490
1102,5660,1471300,6212,1471300
1102,5660,1472110,6212,1472110
1102,5660,1472430,6212,1472430
1102,5660,1472900,6212,1472900
1102,5660,1473370,6212,1473370
1103,5668,1473840,6212,1473840
1104,5670,1474840,6212,1474840
1104,5670,1475310,6212,1475310
1104,5670,1476120,6212,1476120
1104,5670,1476580,6212,1476580
1104,5670,1477390,6212,1477390
1104,5670,1477390,6212,1477390
1104,5670,1477860,6212,1477860
1104,5670,1478670,6212,1478670
1104,5670,1479480,6212,1479480
1104,5670,1480290,6212,1480290
1104,5670,1480760,6212,1480760
1104,5670,1481230,6212,1481230
1104,5670,1481700,6212,1481700
1105,5672,1482510,6212,1482510
1105,5672,1482830,6212,1482830
1105,5672,1483480,6212,1483480
1105,5672,1484290,6212,1484290
1106,5674,1484840,6212,1484840
1106,5674,1485310,6212,1485310
1106,5674,1485310,6212,1485310
1106,5674,1485780,6212,1485780
1106,5674,1485780,6212,1485780
1106,5674,1486590,6212,1486590
1106,5674,1486590,6212,1486590
1106,5674,1486910,6212,1486910
1106,5674,1487140,6212,1487140
1106,5674,1487460,6212,1487460
1106,5674,1487930,6212,1487930
1106,5674,1488520,6212,1488520
1106,5674,1488990,6212,1488990
1106,5674,1489580,6212,1489580
1106,5674,1490050,6212,1490050
1106,5674,1490860,6212,1490860
1106,5674,1491670,6212,1491670
1106,5674,1492480,6212,1492480
1106,5674,1492800,6212,1492800
1106,5674,1493270,6212,1493270
1106,5674,1494080,6212,1494080
1106,5674,1494730,6212,1494730
1106,5674,1495730,6212,1495730
1106,5674,1496730,6212,1496730
1106,5674,1497380,6212,1497380
1107,5676,1497850,6212,1497850
1107,5676,1498320,6212,1498320
1107,5676,1499130,6212,1499130
1107,5676,1499600,6212,1499600
1107,5676,1500070,6212,1500070
1108,5684,1500720,6212,1500720
1108,5684,1501040,6212,1501040
1108,5684,1501500,6212,1501500
1109,5686,1502500,6212,1502500
1110,5694,1503500,6212,1503500
1110,5694,1504500,6212,1504500
1110,5694,1505050,6212,1505050
1110,5694,1505860,6212,1505860
1110,5694,1506330,6212,1506330
1110,5694,1506880,6212,1506880
1110,5694,1506880,6212,1506880
1110,5694,1507690,6212,1507690
1110,5694,1508690,6212,1508690
1110,5694,1509010,6212,1509010
1110,5694,1509820,6212,1509820
1110,5694,1510630,6212,1510630
1110,5694,1510860,6212,1510860
1110,5694,1511510,6212,1511510
1110,5694,1511510,6212,1511510
1110,5694,1511510,6212,1511510
1110,5694,1511510,6212,1511510
1110,5694,1512320,6212,1512320
1110,5694,1512550,6212,1512550
1110,5694,1513360,6212,1513360
1110,5694,1514170,6212,1514170
1110,5694,1514170,6212,1514170
1110,5694,1515170,6212,1515170
1110,5694,1515640,6212,1515640
1110,5694,1515640,6212,1515640
1110,5694,1516450,6212,1516450
1110,5694,1516770,6212,1516770
1110,5694,1516770,6212,1516770
1110,5694,1517420,6212,1517420
1110,5694,1518230,6212,1518230
1110,5694,1519040,6212,1519040
1110,5694,1519360,6212,1519360
1110,5694,1519730,6212,1519730
1110,5694,1519730,6212,1519730
1110,5694,1519730,6212,1519730
1110,5694,1520200,6212,1520200
1110,5694,1520850,6212,1520850
1110,5694,1521660,6212,1521660
1110,5694,1522470,6212,1522470
1110,5694,1523280,6212,1523280
1110,5694,1523280,6212,1523280
1110,5694,1524280,6212,1524280
1110,5694,1524930,6212,1524930
1110,5694,1525090,6212,1525090
1110,5694,1525250,6212,1525250
1110,5694,1525710,6212,1525710
1111,5702,1526030,6212,1526030
1111,5702,1526350,6212,1526350
1111,5702,1526820,6212,1526820
1111,5702,1526820,6212,1526820
1111,5702,1526980,6212,1526980
1111,5702,1527440,6212,1527440
1111,5702,1527440,6212,1527440
1111,5702,1528440,6212,1528440
1111,5702,1528810,6212,1528810
1111,5702,1529620,6212,1529620
1111,5702,1530430,6212,1530430
1111,5702,1531240,6212,1531240
1111,5702,1532050,6212,1532050
1111,5702,1532700,6212,1532700
1111,5702,1533510,6212,1533510
1111,5702,1534160,6212,1534160
1111,5702,1534160,6212,1534160
1111,5702,1535160,6212,1535160
1111,5702,1535970,6212,1535970
1111,5702,1536340,6212,1536340
1112,5710,1537150,6212,1537150
1112,5710,1537800,6212,1537800
1112,5710,1537800,6212,1537800
1112,5710,1537800,6212,1537800
1112,5710,1538450,6212,1538450
1112,5710,1538770,6212,1538770
1112,5710,1538770,6212,1538770
1112,5710,1539580,6212,1539580
1112,5710,1540390,6212,1540390
1112,5710,1540390,6212,1540390
1112,5710,1541040,6212,1541040
1112,5710,1542040,6212,1542040
1112,5710,1542510,6212,1542510
1112,5710,1543320,6212,1543320
1112,5710,1543790,6212,1543790
1112,5710,1544600,6212,1544600
1112,5710,1545250,6212,1545250
1112,5710,1545250,6212,1545250
1112,5710,1545470,6212,1545470
1112,5710,1545940,6212,1545940
1113,5718,1546940,6212,1546940
1113,5718,1547410,6212,1547410
1114,5726,1547730,6212,1547730
1114,5726,1548200,6212,1548200
1114,5726,1548670,6212,1548670
1114,5726,1549140,6212,1549140
1114,5726,1549300,6212,1549300
1114,5726,1549300,6212,1549300
1114,5726,1549760,6212,1549760
1114,5726,1550230,6212,1550230
1114,5726,1550690,6212,1550690
1114,5726,1551690,6212,1551690
1114,5726,1552040,6212,1552040
1114,5726,1553040,6212,1553040
1114,5726,1553510,6212,1553510
1114,5726,1553830,6212,1553830
1114,5726,1553830,6212,1553830
1114,5726,1554300,6212,1554300
1114,5726,1554770,6212,1554770
1115,5728,1555240,6212,1555240
1115,5728,1556050,6212,1556050
1115,5728,1556520,6212,1556520
1115,5728,1556520,6212,1556520
1115,5728,1556520,6212,1556520
1115,5728,1556990,6212,1556990
1115,5728,1557360,6212,1557360
1116,5730,1557680,6212,1557680
1116,5730,1557680,6212,1557680
1116,5730,1558490,6212,1558490
1116,5730,1558490,6212,1558490
1116,5730,1558960,6212,1558960
1116,5730,1559960,6212,1559960
1116,5730,1559960,6212,1559960
1116,5730,1560430,6212,1560430
1116,5730,1561240,6212,1561240
1116,5730,1561240,6212,1561240
1116,5730,1562240,6212,1562240
1116,5730,1563050,6212,1563050
1116,5730,1563600,6212,1563600
1116,5730,1563600,6212,1563600
1116,5730,1564410,6212,1564410
1116,5730,1565000,6212,1565000
1116,5730,1565000,6212,1565000
1116,5730,1565000,6212,1565000
1116,5730,1565810,6212,1565810
1117,5738,1566620,6212,1566620
1117,5738,1567430,6212,1567430
1117,5738,1567890,6212,1567890
1117,5738,1568210,6212,1568210
1117,5738,1569020,6212,1569020
1117,5738,1569020,6212,1569020
1117,5738,1569340,6212,1569340
1117,5738,1570150,6212,1570150
1117,5738,1570620,6212,1570620
1118,5739,1571620,6212,1571620
1118,5739,1572430,6212,1572430
1118,5739,1572660,6212,1572660
1118,5739,1576660,6212,1576660
1119,5741,1577130,6212,1577130
1119,5741,1577600,6212,1577600
1119,5741,1578410,6212,1578410
1119,5741,1578730,6212,1578730
1119,5741,1578950,6212,1578950
1119,5741,1578950,6212,1578950
1119,5741,1579760,6212,1579760
1120,5749,1580310,6212,1580310
1120,5749,1581310,6212,1581310
1120,5749,1582120,6212,1582120
1120,5749,1582590,6212,1582590
1120,5749,1583590,6212,1583590
1120,5749,1584140,6212,1584140
1120,5749,1584950,6212,1584950
1120,5749,1585760,6212,1585760
1120,5749,1586410,6212,1586410
1120,5749,1587410,6212,1587410
1120,5749,1587730,6212,1587730
1120,5749,1588200,6212,1588200
1120,5749,1588670,6212,1588670
1120,5749,1588990,6212,1588990
1120,5749,1589800,6212,1589800
1120,5749,1590270,6212,1590270
1120,5749,1590500,6212,1590500
1120,5749,1590500,6212,1590500
1121,5751,1591310,6212,1591310
1121,5751,1591630,6212,1591630
1121,5751,1591630,6212,1591630
1122,5753,1592630,6212,1592630
1122,5753,1592850,6212,1592850
1122,5753,1593320,6212,1593320
1122,5753,1594130,6212,1594130
1122,5753,1595130,6212,1595130
1122,5753,1595130,6212,1595130
1122,5753,1595600,6212,1595600
1122,5753,1595600,6212,1595600
1122,5753,1596410,6212,1596410
1123,5755,1596520,6212,1596520
1123,5755,1596520,6212,1596520
1123,5755,1597330,6212,1597330
1123,5755,1597880,6212,1597880
1123,5755,1598470,6212,1598470
1123,5755,1598690,6212,1598690
1123,5755,1599160,6212,1599160
1123,5755,1599630,6212,1599630
1123,5755,1600100,6212,1600100
1123,5755,1600100,6212,1600100
1123,5755,1600330,6212,1600330
1123,5755,1600790,6212,1600790
1124,5757,1601260,6212,1601260
1124,5757,1602070,6212,1602070
1124,5757,1602070,6212,1602070
1124,5757,1602540,6212,1602540
1125,5765,1603350,6212,1603350
1125,5765,1603350,6212,1603350
1125,5765,1603820,6212,1603820
1125,5765,1604040,6212,1604040
1126,5767,1604510,6212,1604510
1126,5767,1604510,6212,1604510
1127,5775,1604880,6212,1604880
1127,5775,1605880,6212,1605880
1127,5775,1606880,6212,1606880
1127,5775,1607880,6212,1607880
1127,5775,1608530,6212,1608530
1127,5775,1609340,6212,1609340
1127,5775,1609930,6212,1609930
1128,5777,1610930,6212,1610930
1128,5777,1611930,6212,1611930
1128,5777,1612400,6212,1612400
1128,5777,1612870,6212,1612870
1128,5777,1613520,6212,1613520
1128,5777,1614330,6212,1614330
1129,5785,1614980,6212,1614980
1129,5785,1615450,6212,1615450
1129,5785,1616100,6212,1616100
1129,5785,1616560,6212,1616560
1129,5785,1617560,6212,1617560
1129,5785,1617560,6212,1617560
1130,5787,1618210,6212,1618210
1130,5787,1618210,6212,1618210
1130,5787,1618210,6212,1618210
1130,5787,1618210,6212,1618210
1130,5787,1618210,6212,1618210
1130,5787,1619210,6212,1619210
1130,5787,1620020,6212,1620020
1130,5787,1620390,6212,1620390
1130,5787,1620710,6212,1620710
1130,5787,1621180,6212,1621180
1130,5787,1621990,6212,1621990
1130,5787,1622990,6212,1622990
1130,5787,1623800,6212,1623800
1130,5787,1624030,6212,1624030
1130,5787,1624840,6212,1624840
1130,5787,1625390,6212,1625390
1130,5787,1625550,6212,1625550
1130,5787,1625550,6212,1625550
1130,5787,1626020,6212,1626020
1130,5787,1626830,6212,1626830
1130,5787,1627640,6212,1627640
1130,5787,1628110,6212,1628110
1130,5787,1628580,6212,1628580
1130,5787,1629050,6212,1629050
1130,5787,1630050,6212,1630050
1130,5787,1630210,6212,1630210
1130,5787,1630860,6212,1630860
1130,5787,1631330,6212,1631330
1130,5787,1631790,6212,1631790
1130,5787,1632260,6212,1632260
1130,5787,1632260,6212,1632260
1130,5787,1632580,6212,1632580
1130,5787,1633050,6212,1633050
1130,5787,1633370,6212,1633370
1130,5787,1634370,6212,1634370
1130,5787,1634850,6212,1634850
1130,5787,1635320,6212,1635320
1131,5791,1635780,6212,1635780
1131,5791,1635780,6212,1635780
1131,5791,1636100,6212,1636100
1131,5791,1636100,6212,1636100
1131,5791,1636260,6212,1636260
1132,5793,1636730,6212,1636730
1132,5793,1637320,6212,1637320
1133,5795,1637970,6212,1637970
1134,5803,1638620,6212,1638620
1134,5803,1639090,6212,1639090
1134,5803,1639900,6212,1639900
1134,5803,1640220,6212,1640220
1134,5803,1640540,6212,1640540
1135,5805,1641540,6212,1641540
1135,5805,1642540,6212,1642540
1135,5805,1643190,6212,1643190
1135,5805,1643660,6212,1643660
1135,5805,1643980,6212,1643980
1136,5809,1644210,6212,1644210
1136,5809,1644800,6212,1644800
1136,5809,1645350,6212,1645350
1136,5809,1646350,6212,1646350
1136,5809,1646820,6212,1646820
1136,5809,1646820,6212,1646820
1136,5809,1647470,6212,1647470
1136,5809,1647700,6212,1647700
1137,5817,1648510,6212,1648510
1138,5825,1649510,6212,1649510
1138,5825,1649980,6212,1649980
1138,5825,1650530,6212,1650530
1138,5825,1651340,6212,1651340
1138,5825,1652150,6212,1652150
1138,5825,1652470,6212,1652470
1138,5825,1653280,6212,1653280
1138,5825,1654090,6212,1654090
1139,5833,1655090,6212,1655090
1139,5833,1655560,6212,1655560
1140,5835,1655790,6212,1655790
1141,5843,1656790,6212,1656790
1141,5843,1657600,6212,1657600
1141,5843,1658070,6212,1658070
1142,5851,1658880,6212,1658880
1142,5851,1658880,6212,1658880
1142,5851,1659200,6212,1659200
1142,5851,1659670,6212,1659670
1142,5851,1659670,6212,1659670
1142,5851,1660670,6212,1660670
1142,5851,1661130,6212,1661130
1142,5851,1661130,6212,1661130
1142,5851,1661600,6212,1661600
1142,5851,1662070,6212,1662070
1142,5851,1662400,6212,1662400
1142,5851,1662720,6212,1662720
1142,5851,1663190,6212,1663190
1142,5851,1663190,6212,1663190
1142,5851,1663740,6212,1663740
1142,5851,1664210,6212,1664210
1142,5851,1664210,6212,1664210
1143,5859,1664680,6212,1664680
1143,5859,1664680,6212,1664680
1143,5859,1665330,6212,1665330
1143,5859,1665650,6212,1665650
1143,5859,1665810,6212,1665810
1144,5867,1666040,6212,1666040
1145,5875,1666510,6212,1666510
1145,5875,1667320,6212,1667320
1146,5883,1668130,6212,1668130
1146,5883,1668780,6212,1668780
1146,5883,1669590,6212,1669590
1146,5883,1669910,6212,1669910
1146,5883,1670230,6212,1670230
1146,5883,1670230,6212,1670230
1146,5883,1670450,6212,1670450
1146,5883,1671450,6212,1671450
1146,5883,1671450,6212,1671450
1146,5883,1671920,6212,1671920
1146,5883,1672390,6212,1672390
1146,5883,1673200,6212,1673200
1146,5883,1674010,6212,1674010
1146,5883,1674480,6212,1674480
1146,5883,1674480,6212,1674480
1146,5883,1674850,6212,1674850
1146,5883,1675170,6212,1675170
1146,5883,1675980,6212,1675980
1146,5883,1676790,6212,1676790
1146,5883,1676950,6212,1676950
1146,5883,1677410,6212,1677410
1146,5883,1678220,6212,1678220
1146,5883,1678690,6212,1678690
1146,5883,1679340,6212,1679340
1146,5883,1679810,6212,1679810
1146,5883,1680280,6212,1680280
1146,5883,1681280,6212,1681280
1146,5883,1681750,6212,1681750
1146,5883,1682560,6212,1682560
1146,5883,1683370,6212,1683370
1146,5883,1683840,6212,1683840
1146,5883,1684650,6212,1684650
1146,5883,1685110,6212,1685110
1146,5883,1685430,6212,1685430
1146,5883,1686240,6212,1686240
1146,5883,1686710,6212,1686710
1146,5883,1687710,6212,1687710
1146,5883,1688520,6212,1688520
1146,5883,1689170,6212,1689170
1146,5883,1690170,6212,1690170
1146,5883,1690820,6212,1690820
1146,5883,1691630,6212,1691630
1146,5883,1692440,6212,1692440
1146,5883,1692440,6212,1692440
1146,5883,1693250,6212,1693250
1146,5883,1694060,6212,1694060
1146,5883,1694710,6212,1694710
1146,5883,1695030,6212,1695030
1146,5883,1695840,6212,1695840
1146,5883,1695840,6212,1695840
1146,5883,1695840,6212,1695840
1146,5883,1696840,6212,1696840
