ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_b910-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-bellman_ratio
1056119.57,22.77,9.21,488748.98,10.54
1055883.59,22.77,9.2,488451.18,10.53
1056037.86,22.78,9.21,488451.18,10.53
1056198.18,22.78,9.22,488754.84,10.54
1056249.71,22.79,9.22,488905.46,10.55
1056301.24,22.79,9.23,489258.81,10.56
1056352.77,22.8,9.23,489885.17,10.57
1056116.79,22.79,9.23,489635.7,10.57
1056242.31,22.8,9.23,489991.06,10.58
1056402.63,22.8,9.24,489990.85,10.58
1056176.65,22.8,9.23,489990.46,10.58
1056228.18,22.81,9.24,489990.46,10.58
1056279.71,22.81,9.24,489990.46,10.58
1056019.78,22.81,9.24,490118.37,10.58
1056180.1,22.81,9.25,490198.59,10.59
1055920.17,22.81,9.24,489921.84,10.58
1055971.7,22.81,9.25,489924.25,10.58
1056023.23,22.82,9.25,490016.42,10.59
1055779.29,22.81,9.25,490198.64,10.59
1055553.31,22.81,9.25,490023.84,10.59
1055604.84,22.82,9.25,491211.07,10.62
1055765.16,22.82,9.26,491307.06,10.62
1055773.58,22.82,9.26,491320.8,10.62
1055825.11,22.83,9.26,491320.57,10.62
1055825.11,22.83,9.26,491313.66,10.62
1055876.64,22.83,9.27,491313.28,10.62
1055928.17,22.84,9.27,491313.28,10.63
1055692.19,22.84,9.27,491049.9,10.62
1055846.45,22.84,9.28,491049.9,10.62
1055846.45,22.84,9.28,490918.77,10.62
1055636.52,22.84,9.27,490994.92,10.62
1055796.84,22.84,9.28,490918.77,10.62
1055951.11,22.85,9.29,490995.81,10.63
1055715.13,22.85,9.28,490918.77,10.62
1055455.2,22.84,9.28,491705.94,10.64
1055620.11,22.85,9.28,491847.84,10.65
1055671.64,22.86,9.29,492096.0,10.65
1055660.99,22.86,9.29,491959.85,10.65
1055821.31,22.86,9.3,491959.64,10.65
1055682.97,22.86,9.29,491959.25,10.65
1055682.97,22.86,9.29,492102.64,10.66
1055734.5,22.87,9.3,492102.64,10.66
1055900.4,22.87,9.31,492119.48,10.66
1056054.66,22.88,9.31,492113.33,10.66
1055884.74,22.88,9.31,492115.5,10.66
1055624.81,22.87,9.31,492104.82,10.66
1055393.24,22.87,9.3,492586.66,10.67
1055591.52,22.88,9.31,492274.21,10.67
1055751.84,22.88,9.32,492261.26,10.67
1055803.37,22.89,9.32,492200.94,10.67
1055646.77,22.89,9.32,493421.08,10.7
1055698.3,22.89,9.32,493417.1,10.7
1055749.83,22.9,9.33,493416.88,10.7
1055904.09,22.9,9.34,493416.5,10.7
1055668.11,22.9,9.33,493158.42,10.7
1055828.43,22.91,9.34,493158.42,10.7
1055592.45,22.9,9.34,493158.42,10.7
1055643.98,22.91,9.34,493316.42,10.7
1055695.51,22.91,9.35,493361.92,10.71
1055435.58,22.91,9.34,493163.5,10.7
1055601.49,22.91,9.35,493883.66,10.72
1055467.41,22.91,9.35,493428.91,10.71
1055518.94,22.92,9.35,493560.8,10.72
1055518.94,22.92,9.35,493500.55,10.72
1055518.94,22.92,9.35,493454.08,10.71
1055679.26,22.92,9.36,494380.09,10.74
1055443.28,22.92,9.36,494128.43,10.73
1055494.81,22.93,9.36,494128.21,10.73
1055494.81,22.93,9.36,494138.83,10.73
1055664.2,22.93,9.37,494138.46,10.73
1055664.2,22.93,9.37,494138.46,10.73
1055725.66,22.93,9.37,494138.46,10.73
1055725.66,22.93,9.37,494265.29,10.74
1055571.91,22.93,9.37,494291.54,10.74
1055623.44,22.94,9.37,494323.43,10.74
1055674.97,22.94,9.38,494400.27,10.74
1055726.5,22.95,9.38,494560.18,10.75
1055957.36,22.96,9.39,494501.37,10.75
1056155.63,22.96,9.4,494265.29,10.75
1056015.43,22.96,9.39,494126.12,10.74
1055714.05,22.96,9.39,493808.79,10.74
1055765.58,22.96,9.39,495685.68,10.78
1055765.58,22.96,9.39,495757.89,10.78
1055817.11,22.97,9.4,495757.66,10.78
1056015.39,22.97,9.41,495757.29,10.78
1056175.71,22.98,9.41,495757.29,10.79
1056175.71,22.98,9.41,495746.83,10.79
1056175.71,22.98,9.41,495738.06,10.79
1056189.45,22.98,9.41,495741.33,10.79
1056240.98,22.98,9.42,495756.92,10.79
1056015.0,22.98,9.42,495741.33,10.79
1056175.32,22.99,9.42,495741.33,10.79
1056226.85,22.99,9.43,495741.33,10.79
1056278.38,23.0,9.43,496716.62,10.81
1056042.4,23.0,9.43,496536.87,10.81
1056093.93,23.0,9.43,496752.78,10.82
1055849.98,23.0,9.43,496735.31,10.82
1055606.04,22.99,9.43,496247.16,10.81
1055760.31,23.0,9.43,496246.56,10.81
1055811.84,23.0,9.44,496246.56,10.81
1055658.08,23.0,9.44,496088.38,10.81
1055709.61,23.01,9.44,496088.38,10.81
1055720.84,23.01,9.44,496090.92,10.81
1055919.12,23.02,9.45,496197.15,10.82
1056079.44,23.02,9.45,496182.9,10.82
1055843.46,23.02,9.45,496130.79,10.82
1056003.77,23.02,9.46,496090.92,10.82
1056234.63,23.03,9.47,497450.05,10.85
1055998.65,23.03,9.46,497322.59,10.85
1056050.18,23.03,9.47,497640.18,10.85
1056101.71,23.04,9.47,497639.96,10.86
1056153.24,23.04,9.48,497639.58,10.86
1056204.77,23.05,9.48,497639.58,10.86
1056256.3,23.06,9.49,497639.58,10.86
1056487.16,23.06,9.5,497969.98,10.87
1056647.48,23.07,9.5,497848.8,10.87
1056699.01,23.07,9.51,498078.71,10.88
1056529.08,23.07,9.51,497725.31,10.87
1056727.36,23.08,9.51,498275.51,10.88
1056881.62,23.09,9.52,498274.92,10.88
1057035.89,23.09,9.53,498274.92,10.89
1056791.95,23.09,9.52,498342.9,10.89
1056555.97,23.09,9.52,499076.05,10.9
1056607.5,23.09,9.52,499076.05,10.91
1056659.03,23.1,9.53,499076.05,10.91
1056710.56,23.1,9.53,499183.75,10.91
1056870.87,23.11,9.54,499179.73,10.91
1057025.14,23.11,9.55,499593.83,10.92
1057025.14,23.11,9.55,499767.48,10.93
1056812.37,23.11,9.54,499772.06,10.93
1056658.62,23.11,9.54,499532.46,10.92
1056502.02,23.11,9.54,499193.9,10.92
1056503.57,23.11,9.54,499260.72,10.92
1056267.05,23.1,9.54,498998.23,10.91
1056031.07,23.1,9.53,498580.3,10.91
1056082.6,23.1,9.54,500251.96,10.94
1056242.92,23.11,9.54,500251.75,10.95
1056397.18,23.12,9.55,500251.36,10.95
1056397.18,23.12,9.55,500251.36,10.95
1056416.68,23.12,9.55,500304.55,10.95
1056468.21,23.12,9.56,500304.55,10.95
1056308.29,23.12,9.55,499783.05,10.94
1056359.82,23.13,9.56,499783.05,10.94
1056099.89,23.12,9.56,499810.67,10.94
1055929.96,23.12,9.55,499616.79,10.94
1055693.98,23.12,9.55,499774.79,10.94
1055859.88,23.12,9.56,499653.2,10.94
1055859.88,23.12,9.56,499636.64,10.94
1055873.92,23.12,9.56,499639.22,10.94
1055675.19,23.12,9.55,499460.66,10.94
1055469.29,23.12,9.55,499269.58,10.93
1055326.13,23.11,9.55,499128.2,10.93
1055326.13,23.11,9.55,499318.03,10.94
1055094.57,23.11,9.54,499295.88,10.94
1055254.88,23.12,9.55,499407.92,10.94
1055103.31,23.11,9.55,499250.28,10.94
1055154.84,23.12,9.55,500326.74,10.96
1055206.37,23.12,9.56,500533.32,10.97
1054970.39,23.12,9.56,500322.48,10.97
1055125.12,23.13,9.56,500327.15,10.97
1055176.65,23.13,9.57,500331.18,10.97
1054936.25,23.13,9.56,500324.96,10.97
1054845.9,23.13,9.56,500235.5,10.97
1054897.43,23.13,9.57,500239.02,10.97
1054637.5,23.13,9.56,500006.04,10.97
1054803.41,23.14,9.57,499999.44,10.97
1054854.94,23.14,9.57,499999.44,10.97
1054623.37,23.14,9.57,500246.41,10.98
1054640.21,23.14,9.57,500249.02,10.98
1054691.74,23.14,9.58,500464.7,10.98
1054852.06,23.15,9.58,500423.46,10.98
1054903.59,23.16,9.59,500889.66,10.99
1054807.63,23.15,9.59,500820.9,10.99
1055005.9,23.16,9.59,500820.3,10.99
1055057.43,23.17,9.6,500820.3,11.0
1054821.45,23.16,9.6,500892.7,11.0
1054872.98,23.17,9.6,500892.7,11.0
1054924.51,23.17,9.61,500892.7,11.0
1055155.37,23.18,9.62,500998.88,11.01
1055309.64,23.19,9.62,500909.96,11.01
1055361.17,23.19,9.63,500892.7,11.01
1055515.43,23.2,9.63,503052.51,11.06
1055669.7,23.21,9.64,503051.92,11.06
1055900.56,23.22,9.65,503051.92,11.06
1055900.56,23.22,9.65,503040.7,11.06
1056131.41,23.22,9.66,503063.08,11.06
1056291.73,23.23,9.66,503063.11,11.06
1056291.73,23.23,9.66,503049.45,11.06
1056055.75,23.23,9.66,503050.33,11.06
1056210.02,23.23,9.67,503027.04,11.06
1056261.55,23.24,9.67,503027.04,11.07
1056421.86,23.24,9.68,504795.12,11.11
1056576.13,23.25,9.68,505390.56,11.12
1056627.66,23.26,9.69,505390.34,11.12
1056457.73,23.25,9.69,504986.31,11.12
1056656.01,23.26,9.69,504985.93,11.12
1056854.29,23.27,9.7,505014.57,11.12
1056665.17,23.27,9.7,504767.95,11.11
1056405.25,23.26,9.7,504249.9,11.1
1056235.32,23.26,9.69,503809.67,11.09
1056389.58,23.27,9.7,503824.51,11.1
1056543.85,23.27,9.71,503781.03,11.1
1056704.16,23.28,9.71,503781.03,11.1
1056557.42,23.28,9.71,504035.27,11.1
1056608.95,23.28,9.72,505506.49,11.14
1056455.19,23.28,9.71,505279.35,11.13
1056653.47,23.29,9.72,505714.8,11.15
1056427.49,23.29,9.72,505423.74,11.14
1056479.02,23.29,9.72,505423.51,11.14
1056530.55,23.3,9.73,505423.14,11.14
1056582.08,23.3,9.73,505423.14,11.15
1056736.34,23.31,9.74,505423.14,11.15
1056419.27,23.3,9.74,505105.81,11.14
1056585.17,23.31,9.74,505254.58,11.15
1056585.17,23.31,9.74,505419.16,11.15
1056739.43,23.32,9.75,505528.31,11.15
1056622.04,23.31,9.75,505492.76,11.15
1056638.73,23.31,9.75,505512.72,11.15
1056417.17,23.31,9.75,505254.81,11.15
1056468.7,23.32,9.75,505254.81,11.15
1056298.77,23.31,9.75,505644.0,11.16
1056345.05,23.32,9.75,505682.03,11.16
1056345.05,23.32,9.75,507513.52,11.2
1056860.49,23.33,9.76,507749.24,11.21
1056777.8,23.33,9.76,507521.12,11.2
1056938.12,23.34,9.77,507524.39,11.21
1056702.14,23.33,9.77,507523.16,11.21
1056862.45,23.34,9.77,507526.23,11.21
1056713.68,23.34,9.77,507368.6,11.2
1056500.92,23.33,9.77,507234.19,11.2
1056500.92,23.33,9.77,507222.91,11.2
1056500.92,23.33,9.77,507212.44,11.2
1056264.94,23.33,9.76,507214.65,11.2
1056264.94,23.33,9.76,507215.23,11.2
1056425.25,23.34,9.77,507206.74,11.2
1057391.45,23.36,9.79,512027.01,11.31
1057261.71,23.36,9.79,511397.33,11.3
1057415.98,23.37,9.8,511396.74,11.3
1057415.98,23.37,9.8,511358.79,11.3
1059831.82,23.42,9.85,511511.62,11.3
1059992.14,23.43,9.86,511511.62,11.3
1059732.21,23.42,9.86,511511.62,11.31
1059715.46,23.42,9.86,511592.93,11.31
1059516.23,23.42,9.85,511520.1,11.31
1059516.23,23.42,9.85,511511.62,11.31
1059567.76,23.43,9.86,512420.74,11.33
1061336.13,23.46,9.9,516464.11,11.42
1061496.45,23.47,9.9,516463.91,11.42
1063209.17,23.51,9.95,515963.92,11.41
1063120.09,23.51,9.95,515963.53,11.41
1063120.09,23.51,9.95,516001.9,11.41
1063131.32,23.51,9.95,516017.42,11.41
1063300.71,23.52,9.95,516017.42,11.41
1063352.24,23.52,9.96,516052.06,11.42
1063403.77,23.53,9.96,516046.15,11.42
1063455.3,23.53,9.97,516047.96,11.42
1063357.14,23.53,9.97,516022.96,11.42
1063408.67,23.54,9.97,516017.42,11.42
1063408.67,23.54,9.97,515990.59,11.42
1063460.2,23.55,9.98,515990.59,11.42
1063614.47,23.55,9.99,517619.33,11.46
1063804.49,23.56,9.99,517619.33,11.46
1063544.56,23.55,9.99,517370.77,11.46
1063704.88,23.56,9.99,517370.56,11.46
1063756.41,23.57,10.0,517370.17,11.46
1063807.94,23.57,10.0,517370.17,11.46
1063962.2,23.58,10.01,517370.17,11.47
1063726.22,23.57,10.01,517528.18,11.47
1063556.29,23.57,10.01,517381.4,11.47
1063710.56,23.58,10.01,517370.17,11.47
1063870.87,23.59,10.02,518273.73,11.49
1063922.4,23.59,10.02,518385.82,11.49
1063752.48,23.59,10.02,517789.02,11.48
1063950.76,23.6,10.03,518879.79,11.51
1063714.78,23.59,10.03,518636.08,11.5
1063479.25,23.59,10.02,518390.17,11.5
1063689.02,23.6,10.03,518391.82,11.5
1063740.55,23.6,10.03,518390.32,11.5
1063792.08,23.61,10.04,518389.96,11.5
1063725.88,23.61,10.04,518389.58,11.5
1063886.2,23.61,10.05,518426.48,11.51
1063650.22,23.61,10.04,518418.42,11.51
1063701.75,23.62,10.05,518432.88,11.51
1063384.67,23.61,10.04,518123.74,11.5
1063615.53,23.62,10.05,518080.43,11.5
1063667.06,23.62,10.06,519434.91,11.54
1063687.3,23.62,10.06,519454.73,11.54
1063847.61,23.63,10.06,519648.79,11.54
1063847.61,23.63,10.06,519681.51,11.54
1063899.14,23.64,10.07,519681.28,11.55
1063613.46,23.63,10.07,519681.28,11.55
1063664.99,23.64,10.07,519682.22,11.55
1063554.99,23.64,10.07,519571.63,11.55
1063606.52,23.64,10.07,519573.76,11.55
1063658.05,23.65,10.08,519580.74,11.55
1063432.07,23.64,10.08,519206.59,11.54
1063232.84,23.64,10.07,519363.38,11.55
1063079.09,23.64,10.07,519144.1,11.54
1063277.37,23.65,10.08,519134.05,11.54
1063033.42,23.64,10.08,519350.46,11.55
1063193.74,23.65,10.08,519307.65,11.55
1063245.27,23.65,10.09,519555.0,11.56
1063009.29,23.65,10.08,519429.31,11.56
1063169.61,23.66,10.09,520344.13,11.58
1062956.84,23.65,10.09,520197.29,11.58
1063155.12,23.66,10.09,520196.92,11.58
1062919.14,23.66,10.09,519973.37,11.57
1063117.42,23.67,10.1,520002.01,11.58
1063117.42,23.67,10.1,519911.16,11.57
1062843.48,23.66,10.09,519899.0,11.57
1063003.8,23.67,10.1,519894.07,11.58
1063055.33,23.67,10.11,519905.88,11.58
1062898.73,23.67,10.1,519882.52,11.58
1063097.01,23.68,10.11,520330.86,11.59
1062853.06,23.67,10.11,519985.24,11.58
1062904.59,23.68,10.11,519882.52,11.58
1062904.59,23.68,10.11,521289.29,11.61
1063118.71,23.69,10.12,521485.0,11.62
1062894.03,23.69,10.12,521192.52,11.61
1063054.35,23.69,10.13,521192.32,11.62
1063208.61,23.7,10.13,521191.93,11.62
1062972.63,23.7,10.13,521191.93,11.62
1063132.95,23.7,10.14,521492.64,11.63
1063184.48,23.71,10.14,521441.95,11.63
1062924.55,23.7,10.14,521260.65,11.62
1062688.57,23.7,10.13,521223.64,11.62
1062857.97,23.71,10.14,522344.0,11.65
1062759.81,23.71,10.14,522344.5,11.65
1062759.81,23.71,10.14,522456.26,11.65
1062811.34,23.71,10.15,522225.31,11.65
1062654.14,23.71,10.14,522068.27,11.65
1063055.58,23.72,10.15,522171.62,11.65
1063443.18,23.73,10.16,522943.97,11.67
1063494.71,23.74,10.17,522943.75,11.67
1063648.98,23.74,10.18,522943.38,11.67
1063809.3,23.75,10.18,522943.38,11.67
1063963.56,23.76,10.19,523149.34,11.68
1063856.37,23.75,10.19,523043.03,11.68
1063620.39,23.75,10.19,523027.52,11.68
1063620.39,23.75,10.19,523018.14,11.68
1063671.92,23.76,10.19,523031.85,11.68
1063837.82,23.76,10.2,522827.69,11.68
1063606.26,23.76,10.19,522947.28,11.68
1063657.79,23.77,10.2,524195.18,11.71
1063397.86,23.76,10.2,523659.01,11.7
1063449.39,23.77,10.2,523863.29,11.71
1063132.81,23.76,10.2,523545.96,11.7
1063293.13,23.77,10.2,523545.75,11.7
1063344.66,23.77,10.21,523545.36,11.71
1063396.19,23.78,10.21,523545.36,11.71
1063627.05,23.79,10.22,523592.89,11.71
1063367.12,23.78,10.22,523504.15,11.71
1063131.14,23.78,10.21,523501.24,11.71
1063297.04,23.79,10.22,523681.56,11.72
1063065.48,23.78,10.22,523682.89,11.72
1063117.01,23.79,10.22,523782.36,11.72
1062880.49,23.79,10.22,524306.39,11.73
1062932.02,23.79,10.22,524521.26,11.74
1063092.33,23.8,10.23,524611.45,11.74
1063246.6,23.8,10.24,524610.85,11.75
1063010.62,23.8,10.24,524494.4,11.74
1063170.94,23.81,10.24,524494.4,11.75
1063222.47,23.81,10.25,524494.4,11.75
1063376.73,23.82,10.25,524622.64,11.75
1063238.39,23.82,10.25,524504.99,11.75
1063249.61,23.82,10.25,524508.14,11.75
1062989.69,23.82,10.25,524497.54,11.75
1063041.22,23.82,10.25,524497.54,11.75
1063201.53,23.83,10.26,525171.31,11.77
1062965.55,23.82,10.26,525117.32,11.77
1062705.63,23.82,10.25,524665.72,11.76
1062859.89,23.83,10.26,524627.95,11.76
1062859.89,23.83,10.26,524627.95,11.76
1062911.42,23.83,10.27,525645.75,11.79
1062962.95,23.84,10.27,525645.52,11.79
1062962.95,23.84,10.27,525645.52,11.79
1063014.48,23.84,10.28,525645.15,11.79
1063245.34,23.85,10.28,525645.15,11.79
1063476.2,23.86,10.29,525716.63,11.79
1063636.51,23.87,10.3,525681.15,11.8
1063688.04,23.87,10.3,525756.12,11.8
1063401.52,23.87,10.3,525645.15,11.8
1063152.38,23.86,10.3,525376.95,11.79
1063203.91,23.87,10.3,526384.78,11.82
1062967.93,23.87,10.3,526264.83,11.82
1062731.41,23.86,10.3,525376.95,11.8
1062782.94,23.87,10.3,526582.78,11.83
1062943.26,23.87,10.31,526582.57,11.83
1062717.28,23.87,10.3,526582.18,11.83
1062768.81,23.88,10.31,526582.18,11.83
1062820.34,23.88,10.32,526582.18,11.83
1062871.87,23.89,10.32,526655.31,11.84
1063032.18,23.89,10.33,526628.11,11.84
1062796.2,23.89,10.32,526620.33,11.84
1062950.47,23.9,10.33,526582.18,11.84
1063110.79,23.9,10.34,527699.19,11.87
1062850.86,23.9,10.33,527245.86,11.86
1062902.39,23.91,10.34,527559.97,11.87
1062666.41,23.9,10.34,527478.33,11.86
1062876.18,23.91,10.34,527477.73,11.87
1062809.97,23.91,10.34,527477.73,11.87
1062821.2,23.91,10.34,527480.28,11.87
1062611.97,23.91,10.34,527480.43,11.87
1062772.29,23.91,10.35,527480.28,11.87
1062536.31,23.91,10.34,527759.7,11.88
1062705.7,23.91,10.35,527586.45,11.87
1062607.54,23.92,10.35,527571.64,11.87
1062805.82,23.92,10.36,528975.51,11.91
1062971.73,23.93,10.36,528376.92,11.89
1062971.73,23.93,10.36,528376.92,11.89
1063023.26,23.93,10.37,528015.26,11.89
1063074.79,23.94,10.37,527856.28,11.89
1062830.84,23.94,10.37,529099.67,11.92
1062952.95,23.94,10.38,529029.79,11.92
1062662.33,23.94,10.37,528550.28,11.91
1062872.1,23.95,10.38,528549.69,11.91
1062805.9,23.95,10.38,528549.69,11.91
1062966.21,23.95,10.39,528549.69,11.91
1063017.74,23.96,10.39,528613.73,11.91
1063028.97,23.96,10.39,528697.58,11.92
1063183.24,23.97,10.4,528693.3,11.92
1062947.26,23.96,10.4,528660.85,11.92
1062687.33,23.96,10.39,528633.54,11.92
1062738.86,23.96,10.4,528633.54,11.92
1062790.39,23.97,10.4,529593.23,11.94
1062841.92,23.98,10.41,529769.23,11.95
1062841.92,23.98,10.41,529091.18,11.94
1062893.45,23.98,10.41,529785.89,11.95
1063053.77,23.99,10.42,529785.69,11.95
1063105.3,23.99,10.43,529785.3,11.96
1062896.07,23.99,10.42,529740.58,11.96
1062947.6,23.99,10.43,529740.58,11.96
1062809.26,23.99,10.43,529776.23,11.96
1062969.57,24.0,10.43,529767.2,11.96
1062733.59,24.0,10.43,529746.96,11.96
1062733.59,24.0,10.43,529623.05,11.96
1062893.91,24.0,10.44,529616.66,11.96
1062945.44,24.01,10.44,529616.66,11.96
1062996.97,24.01,10.45,530756.3,11.99
1062760.99,24.01,10.44,530567.3,11.99
1062812.52,24.02,10.45,530707.45,11.99
1062972.84,24.02,10.46,530707.24,11.99
1062834.49,24.02,10.46,530706.85,11.99
1062886.02,24.03,10.46,530706.85,12.0
1062886.02,24.03,10.46,530798.66,12.0
1063055.42,24.03,10.47,530807.42,12.0
1062780.36,24.03,10.46,530802.53,12.0
1062831.89,24.04,10.47,530805.01,12.0
1062883.42,24.04,10.48,530798.66,12.01
1062883.42,24.04,10.48,530933.35,12.01
1062934.95,24.05,10.48,530933.35,12.01
1062948.99,24.05,10.48,530936.74,12.01
1063103.25,24.05,10.49,532112.9,12.04
1063263.57,24.06,10.49,532254.32,12.04
1063027.59,24.06,10.49,531929.49,12.04
1063182.32,24.06,10.5,531934.16,12.04
1062941.93,24.06,10.49,531934.85,12.04
1062941.93,24.06,10.49,531934.85,12.04
1062799.06,24.06,10.49,531777.21,12.04
1062953.33,24.07,10.5,531772.67,12.04
1062693.4,24.06,10.5,531814.34,12.04
1062744.93,24.07,10.5,531817.17,12.04
1062905.25,24.07,10.51,531814.74,12.04
1062645.32,24.07,10.5,531964.91,12.05
1062556.24,24.07,10.5,531871.5,12.05
1062607.77,24.07,10.51,531838.59,12.05
1062659.3,24.08,10.51,531840.16,12.05
1062828.69,24.09,10.52,532014.58,12.06
1062730.53,24.09,10.52,531890.04,12.05
1062744.12,24.09,10.52,531895.63,12.06
1062744.12,24.09,10.52,531895.63,12.06
1062795.65,24.09,10.53,533070.84,12.08
1062955.97,24.1,10.53,533070.63,12.09
1062967.2,24.1,10.53,533112.26,12.09
1062878.12,24.1,10.53,533111.87,12.09
1062878.12,24.1,10.53,533111.87,12.09
1063038.43,24.1,10.54,533111.87,12.09
1062949.35,24.1,10.54,533163.89,12.09
1063000.88,24.11,10.54,533131.37,12.09
1063161.2,24.12,10.55,533119.0,12.09
1063161.2,24.12,10.55,533108.06,12.09
1062935.22,24.11,10.55,533100.92,12.09
1062935.22,24.11,10.55,533100.92,12.09
1063660.3,24.13,10.56,537073.0,12.18
1063676.69,24.13,10.56,537120.4,12.18
1063955.87,24.14,10.57,536491.69,12.17
1063762.03,24.14,10.57,535873.25,12.16
1063916.29,24.15,10.58,535872.65,12.16
1064133.89,24.16,10.59,535378.94,12.15
1063963.96,24.15,10.59,535378.94,12.15
1063963.96,24.15,10.59,535378.94,12.15
1064015.49,24.16,10.59,535378.94,12.16
1064225.26,24.17,10.6,535378.94,12.16
1064276.79,24.17,10.61,535378.94,12.16
1064210.59,24.17,10.61,535618.53,12.17
1064210.59,24.17,10.61,535618.53,12.17
1064262.12,24.18,10.61,535661.62,12.17
1064313.65,24.18,10.62,535827.49,12.18
1064511.93,24.19,10.63,535747.3,12.18
1064217.99,24.19,10.62,536623.28,12.2
1064217.99,24.19,10.62,536623.28,12.2
1064269.52,24.19,10.63,536734.53,12.2
1064269.52,24.19,10.63,536552.55,12.2
1064269.52,24.19,10.63,536772.25,12.2
1064321.05,24.2,10.63,536772.03,12.2
1064321.05,24.2,10.63,536772.03,12.2
1064519.32,24.21,10.64,536772.03,12.21
1064679.64,24.21,10.65,536771.66,12.21
1064731.17,24.22,10.65,536771.66,12.21
1064782.7,24.22,10.66,536771.66,12.21
1064834.23,24.23,10.66,536771.66,12.21
1064590.29,24.23,10.66,536837.64,12.22
1064444.33,24.22,10.66,536693.89,12.21
1064444.33,24.22,10.66,536693.89,12.21
1064495.86,24.23,10.66,536787.62,12.22
1064547.39,24.23,10.67,536990.14,12.22
1064401.42,24.23,10.67,536832.5,12.22
1064561.74,24.24,10.67,536752.6,12.22
1064613.27,24.24,10.68,537214.38,12.23
1064404.04,24.24,10.67,536983.64,12.23
1064455.57,24.25,10.68,536983.64,12.23
1064507.1,24.25,10.69,536983.64,12.23
1064271.12,24.25,10.68,537510.56,12.25
1064425.39,24.26,10.69,537721.45,12.25
1064265.46,24.25,10.69,537516.44,12.25
1064029.48,24.25,10.68,537510.56,12.25
1064195.38,24.26,10.69,538089.77,12.27
1064106.58,24.26,10.69,537862.6,12.26
1064158.11,24.26,10.7,538213.6,12.27
1064209.64,24.27,10.7,538641.33,12.28
1063996.88,24.26,10.7,538639.67,12.28
1064162.78,24.27,10.7,538639.07,12.29
1064214.31,24.28,10.71,538639.07,12.29
1064265.84,24.28,10.72,538639.07,12.29
1064265.84,24.28,10.72,538572.48,12.29
1064265.84,24.28,10.72,538646.64,12.29
1064229.35,24.28,10.72,538664.9,12.29
1064054.27,24.28,10.71,538646.64,12.29
1064105.8,24.29,10.72,538646.64,12.29
1063957.03,24.28,10.72,538489.01,12.29
1064122.93,24.29,10.72,538489.01,12.29
1064174.46,24.3,10.73,538973.43,12.3
1064225.99,24.3,10.73,539348.89,12.32
1064004.43,24.3,10.73,539091.77,12.31
1064055.96,24.3,10.74,539601.94,12.32
1064107.49,24.31,10.74,539601.71,12.33
1064159.02,24.32,10.75,539601.34,12.33
1064368.79,24.32,10.76,539601.34,12.33
1064302.58,24.32,10.76,539601.34,12.33
1064316.62,24.32,10.76,539604.66,12.33
1064107.39,24.32,10.75,539644.2,12.33
1064261.66,24.33,10.76,539618.35,12.33
1064112.88,24.32,10.76,539472.53,12.33
1064273.2,24.33,10.76,539464.85,12.33
1064471.48,24.34,10.77,540162.78,12.35
1064471.48,24.34,10.77,540162.78,12.35
1064523.01,24.34,10.78,540465.08,12.36
1064263.08,24.34,10.77,539908.38,12.35
1064027.1,24.34,10.77,539538.57,12.34
1064078.63,24.34,10.78,540700.49,12.37
1064078.63,24.34,10.78,540700.49,12.37
1064238.95,24.35,10.78,540700.29,12.37
1064290.48,24.35,10.79,540699.9,12.37
1064342.01,24.36,10.79,540699.9,12.38
1064106.03,24.36,10.79,540699.9,12.38
1064266.35,24.36,10.8,540940.62,12.38
1064266.35,24.36,10.8,541122.71,12.39
1064497.2,24.37,10.81,540890.35,12.38
1064548.73,24.38,10.81,540885.03,12.39
1064322.75,24.38,10.81,540881.98,12.39
1064374.28,24.38,10.81,542127.72,12.42
1064572.56,24.39,10.82,542314.93,12.42
1064328.62,24.38,10.82,542051.18,12.42
1064380.15,24.39,10.82,542050.95,12.42
1064534.42,24.4,10.83,542050.58,12.42
1064290.48,24.39,10.83,541641.63,12.41
1064521.33,24.4,10.84,541641.63,12.42
1064284.81,24.4,10.83,541719.95,12.42
1064445.13,24.4,10.84,541795.12,12.42
1064496.66,24.41,10.84,541837.53,12.43
1064548.19,24.42,10.85,541982.31,12.43
1064378.26,24.41,10.85,542310.46,12.44
1064378.26,24.41,10.85,542177.18,12.44
1064429.79,24.42,10.85,542503.9,12.45
1064429.79,24.42,10.85,542649.55,12.45
1064193.27,24.42,10.85,542055.62,12.44
1064347.54,24.42,10.86,542601.81,12.45
1064399.07,24.43,10.86,542601.81,12.45
1064450.6,24.43,10.87,542601.81,12.46
1064450.6,24.43,10.87,542631.36,12.46
